HourOfYear,Electrolyzer_Capacity_MW,pTurbine_MW,qSteam_Turbine_MWth,pElectrolyzer_MW,pElectrolyzerSetpoint_MW,mHydrogenProduced_kg_hr,qSteam_Electrolyzer_MWth,pIES_MW,H2_Storage_Level_kg,H2_to_Market_kg_hr,H2_from_Storage_kg_hr,H2_net_to_Storage_kg_hr,"Electrolyzer_Status (0=off, 1=on)","Electrolyzer_Startup (0=no, 1=yes)","Electrolyzer_Shutdown (0=no, 1=yes)",DegradationState_Units,pElectrolyzerRampPos_MW,pElectrolyzerRampNeg_MW,qSteamElectrolyzerRampPos_MWth,qSteamElectrolyzerRampNeg_MWth,RegUp_Turbine_MW,RegDown_Turbine_MW,SR_Turbine_MW,NSR_Turbine_MW,RegUp_Electrolyzer_MW,RegDown_Electrolyzer_MW,SR_Electrolyzer_MW,NSR_Electrolyzer_MW,ECRS_Turbine_MW,ECRS_Electrolyzer_MW,Total_RegUp_MW,Total_RegDown_MW,Total_SR_MW,Total_NSR_MW,Total_ECRS_MW,EnergyPrice_LMP_USDperMWh,p_RegU_ERCOT,deploy_factor_RegU_ERCOT,loc_RegU_ERCOT,p_RegD_ERCOT,deploy_factor_RegD_ERCOT,loc_RegD_ERCOT,p_Spin_ERCOT,deploy_factor_Spin_ERCOT,loc_Spin_ERCOT,p_NSpin_ERCOT,deploy_factor_NSpin_ERCOT,loc_NSpin_ERCOT,p_ECRS_ERCOT,deploy_factor_ECRS_ERCOT,loc_ECRS_ERCOT,Deployed_Up_Reserves_MW,Deployed_Down_Reserves_MW,Revenue_Energy_USD,Revenue_Hydrogen_USD,Revenue_Ancillary_USD,Revenue_Total_USD,Cost_VOM_Turbine_USD,Cost_VOM_Electrolyzer_USD,Cost_Water_USD,Cost_Ramping_USD,Cost_Storage_Cycle_USD,Cost_Startup_USD,Cost_HourlyOpex_Total_USD,Profit_Hourly_USD
6123,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2681,8.0613,0.7545,-0.1822,6.6049,0.6007,0.0169,7.7946,0.8228,-0.3934,8.077,0.8697,0.1001,8.9575,0.927,-0.2722,0.0,0.0,10361.878,0.0,-0.7308,10361.1472,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9601.1472
6124,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1198,10.4305,0.7159,0.2089,7.6689,0.5969,-0.0995,14.0801,0.8532,-0.1997,16.7697,0.8845,0.4296,8.4883,0.888,0.0297,0.0,0.0,11825.524,0.0,0.369,11825.893,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11065.893
6125,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3687,9.1888,0.7115,0.2136,10.1266,0.6137,-0.1304,15.5854,0.8284,0.173,13.4877,0.8974,-0.1461,4.1555,0.8912,-0.369,0.0,0.0,14200.106,0.0,-0.2589,14199.8471,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13439.8471
6126,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1571,11.0212,0.6551,-0.5402,9.2471,0.6141,0.4242,9.3504,0.8598,0.169,9.7873,0.8933,-0.2098,13.0759,0.8979,0.1148,0.0,0.0,9939.698,0.0,-0.042,9939.656,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9179.656
6127,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8954,10.3376,0.6389,0.0647,10.6839,0.6435,-0.185,10.4003,0.8931,-0.0204,7.3385,0.9084,-0.1028,13.9945,0.8531,-0.1955,0.0,0.0,14020.252,0.0,-0.439,14019.813,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13259.813
6128,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1058,12.8444,0.5914,-0.2518,5.9963,0.613,0.1109,4.8708,0.8215,-0.2289,10.168,0.8847,0.071,9.6083,0.8816,0.259,0.0,0.0,15240.204,0.0,-0.0398,15240.1642,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14480.1642
6129,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5954,10.0308,0.6661,0.1,12.3485,0.6183,-0.1967,3.0,0.8358,0.2018,8.0662,0.8605,-0.0835,13.5453,0.9075,0.1795,0.0,0.0,11626.252,0.0,0.2011,11626.4531,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10866.4531
6130,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8025,4.4146,0.6958,0.2381,14.1138,0.6577,-0.402,11.0959,0.838,0.2929,8.9132,0.8704,0.0138,11.2721,0.8951,-0.4256,0.0,0.0,11324.95,0.0,-0.2828,11324.6672,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10564.6672
6131,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.1655,7.7253,0.6811,0.1548,11.7309,0.6972,-0.2084,18.1944,0.7988,-0.2349,18.4149,0.8764,0.2697,4.2658,0.8613,-0.7401,0.0,0.0,15642.89,0.0,-0.7589,15642.1311,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14882.1311
6132,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4966,14.3958,0.6602,0.1795,10.5403,0.7507,0.3818,12.7095,0.8707,-0.0087,6.9077,0.8863,-0.0874,13.707,0.8728,-0.0403,0.0,0.0,15008.708,0.0,0.4249,15009.1329,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14249.1329
6133,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.9783,10.2859,0.7075,-0.1651,16.4145,0.7201,0.3165,15.3025,0.9225,0.1489,16.6266,0.9415,-0.1659,14.7944,0.8928,-0.2059,0.0,0.0,20511.754,0.0,-0.0715,20511.6825,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,19751.6825
6134,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.958,36.3495,0.7651,-0.1144,35.455,0.6739,-0.1223,58.1722,0.9195,-0.0102,52.7205,0.9247,-0.2125,46.0772,0.8786,-0.2565,0.0,0.0,72944.04,0.0,-0.7159,72943.3241,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,72183.3241
6135,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.264,12.0183,0.7769,0.1482,11.6317,0.7084,0.6821,16.2692,0.9418,-0.1109,12.7315,0.9421,0.0906,10.7105,0.9188,0.6887,0.0,0.0,16820.32,0.0,1.4987,16821.8187,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16061.8187
6136,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.528,8.5756,0.8041,0.0177,10.2365,0.7098,0.3548,6.362,0.9539,-0.0146,12.7644,0.9338,0.0214,13.3208,0.8649,-0.2594,0.0,0.0,16540.64,0.0,0.1199,16540.7599,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15780.7599
6137,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0438,15.5055,0.7807,-0.3859,13.3628,0.6901,-0.1733,8.7223,0.9676,-0.1935,12.6536,0.9319,0.0572,10.4105,0.8643,-0.1284,0.0,0.0,20916.644,0.0,-0.8239,20915.8201,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,20155.8201
6138,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.3874,10.5251,0.6935,0.2229,6.647,0.6569,-0.0657,10.8279,0.9466,-0.596,7.238,0.8719,-0.0569,11.1767,0.9239,-0.2414,0.0,0.0,17627.212,0.0,-0.7371,17626.4749,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16866.4749
6139,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.4532,12.7227,0.6914,-0.3659,13.124,0.6327,-0.0654,8.0582,0.9177,-0.2132,11.6948,0.8799,-0.1492,18.6644,0.9079,-0.0764,0.0,0.0,18412.216,0.0,-0.8701,18411.3459,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17651.3459
6140,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.4137,12.0825,0.6976,0.0812,17.2141,0.6367,-0.168,11.0688,0.9538,0.1875,18.3596,0.935,0.3338,13.8925,0.903,-0.0348,0.0,0.0,19537.206,0.0,0.3997,19537.6057,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18777.6057
6141,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.132,3.2072,0.7336,0.0518,5.1414,0.7398,0.1423,12.3375,0.8849,-0.3051,16.1562,0.9235,-0.4803,5.9486,0.8816,-0.5185,0.0,0.0,16010.16,0.0,-1.1098,16009.0502,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15249.0502
6142,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.9016,13.3065,0.7133,0.2954,4.4356,0.7318,0.0801,6.1716,0.856,0.0763,15.8172,0.8842,0.2254,15.4106,0.8989,-0.2924,0.0,0.0,15922.608,0.0,0.3848,15922.9928,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15162.9928
6143,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.45,13.219,0.6719,-0.0589,13.4805,0.7539,0.1324,11.6699,0.9186,0.1118,12.3972,0.8859,-0.1357,17.8098,0.9051,0.1962,0.0,0.0,14991.0,0.0,0.2458,14991.2458,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14231.2458
6144,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.351,9.5704,0.6187,-0.5072,17.6362,0.7086,0.1388,12.9708,0.9147,0.5902,12.1709,0.8035,-0.0951,20.6148,0.9099,0.074,0.0,0.0,15333.38,0.0,0.2007,15333.5807,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14573.5807
6145,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.466,12.547,0.6587,0.0358,16.6527,0.6347,0.0821,22.2642,0.8796,-0.0297,5.5095,0.8266,-0.2598,3.1688,0.8822,0.171,0.0,0.0,14237.08,0.0,-0.0006,14237.0794,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13477.0794
6146,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3304,7.0843,0.658,0.0832,9.1018,0.6714,-0.2252,9.3752,0.8647,0.2833,13.4786,0.8428,0.1301,11.2177,0.884,-0.1317,0.0,0.0,11905.552,0.0,0.1397,11905.6917,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11145.6917
6147,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1498,7.1184,0.6304,0.2684,11.7014,0.6438,-0.0395,8.0446,0.912,0.0655,7.7879,0.8288,0.067,3.0,0.9054,-0.3532,0.0,0.0,11836.924,0.0,0.0082,11836.9322,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11076.9322
6148,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9634,9.9133,0.6666,-0.132,12.9553,0.6231,-0.0054,18.0742,0.8884,-0.4525,10.1224,0.8745,0.2536,3.0,0.8993,-0.0117,0.0,0.0,10626.092,0.0,-0.348,10625.744,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9865.744
6149,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0832,6.224,0.7005,0.1758,4.1003,0.6399,-0.0489,3.0,0.894,-0.2176,10.5632,0.8655,0.2439,11.7336,0.9159,-0.0627,0.0,0.0,8391.616,0.0,0.0905,8391.7065,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7631.7065
6150,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0897,9.2759,0.6937,0.2243,4.3236,0.7024,0.1778,21.6662,0.8673,0.0317,11.0435,0.8327,0.384,5.4453,0.9096,0.0827,0.0,0.0,11814.086,0.0,0.9005,11814.9865,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11054.9865
6151,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2514,8.2207,0.7286,-0.183,10.4828,0.7323,-0.0026,13.6053,0.8592,0.4421,17.9877,0.8831,0.1958,9.0902,0.9156,0.1547,0.0,0.0,15295.532,0.0,0.607,15296.139,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14536.139
6152,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9508,5.3389,0.744,0.0793,6.5857,0.7023,0.3716,14.7141,0.8016,0.1599,16.087,0.9125,0.071,13.2414,0.9431,0.0643,0.0,0.0,10621.304,0.0,0.7461,10622.0501,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9862.0501
6153,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.565,10.2079,0.7295,-0.368,10.6328,0.7122,-0.0403,8.4032,0.8644,-0.0611,18.5508,0.9637,0.2964,12.079,0.9304,0.1258,0.0,0.0,11614.7,0.0,-0.0472,11614.6528,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10854.6528
6154,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.478,10.5228,0.7157,0.141,8.8791,0.7261,0.3847,4.0232,0.8661,0.0821,14.7409,0.9075,-0.2469,12.9292,0.928,0.0253,0.0,0.0,12341.64,0.0,0.3862,12342.0262,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11582.0262
6155,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0325,11.5125,0.7011,0.0556,17.0279,0.738,-0.0449,6.6297,0.88,-0.1719,14.2614,0.9204,0.1107,3.3066,0.9558,0.0625,0.0,0.0,16352.35,0.0,0.012,16352.362,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15592.362
6156,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2299,10.7626,0.7008,-0.3097,13.8464,0.719,0.0653,15.0532,0.8868,-0.017,12.0487,0.9214,-0.2601,12.1313,0.909,0.0903,0.0,0.0,16807.362,0.0,-0.4312,16806.9308,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,16046.9308
6157,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5963,9.4287,0.7506,-0.0992,11.1583,0.7316,0.0733,22.1342,0.879,-0.2803,16.8875,0.9334,0.2787,11.7772,0.9163,-0.0657,0.0,0.0,16566.594,0.0,-0.0932,16566.5008,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15806.5008
6158,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8597,8.0354,0.7789,0.2712,5.2063,0.7423,-0.3597,6.8769,0.892,0.0266,16.7969,0.9403,-0.0762,16.0037,0.9425,0.1921,0.0,0.0,15906.686,0.0,0.054,15906.74,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15146.74
6159,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.4906,8.9124,0.7786,0.05,13.7312,0.7465,-0.3642,14.6383,0.8509,0.2219,18.3785,0.9611,0.2321,11.9406,0.985,0.4005,0.0,0.0,18426.428,0.0,0.5403,18426.9683,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,17666.9683
6160,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.1943,9.3675,0.8218,-0.1707,12.1931,0.6979,0.0585,4.9144,0.834,0.3681,14.929,0.9452,-0.1005,12.3209,0.9486,0.0299,0.0,0.0,15653.834,0.0,0.1853,15654.0193,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,14894.0193
6161,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.065,15.5736,0.8328,-0.1919,11.9198,0.6987,-0.2951,20.0972,0.9206,0.6594,13.4096,0.9464,0.2369,6.7477,0.9752,-0.0854,0.0,0.0,19024.7,0.0,0.3239,19025.0239,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,18265.0239
6162,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.3544,13.6962,0.7982,0.2508,11.3743,0.7305,0.1281,16.3214,0.9095,0.5538,16.694,0.9584,-0.0256,9.5204,0.9135,-0.04,0.0,0.0,20274.672,0.0,0.8671,20275.5391,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,19515.5391
6163,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7315,12.3405,0.7954,-0.1228,9.7499,0.6512,0.3888,4.3043,0.9269,-0.2651,13.2827,0.9483,0.1235,19.2967,0.9486,0.0491,0.0,0.0,15857.97,0.0,0.1735,15858.1435,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,15098.1435
6164,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7254,7.0417,0.8196,0.0552,15.3889,0.7026,-0.2133,12.8609,0.8805,0.5154,7.139,0.9366,-0.016,8.6612,0.9036,0.2764,0.0,0.0,14715.652,0.0,0.6177,14716.2697,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13956.2697
6165,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.2038,13.3877,0.796,-0.1032,17.0068,0.7307,-0.0781,16.7073,0.8694,0.2299,14.8905,0.9265,-0.156,10.0475,0.9164,-0.1841,0.0,0.0,19837.444,0.0,-0.2915,19837.1525,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,19077.1525
6166,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8257,11.8351,0.7677,-0.553,9.921,0.7375,-0.5928,17.1554,0.8676,0.2513,3.2027,0.9133,-0.0662,11.9008,0.9184,-0.0429,0.0,0.0,14753.766,0.0,-1.0036,14752.7624,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13992.7624
