,RegOfferedEconomic,RegOfferedEconomic,RegOfferedEconomic,RegOfferedEconomic,RegOfferedEconomic,RegOfferedEconomic,RegOfferedSelfSchedule,RegOfferedSelfSchedule,RegOfferedSelfSchedule,RegOfferedSelfSchedule,RegOfferedSelfSchedule,RegOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,STROfferedTotal,STROfferedTotal,STROfferedTotal,STROfferedTotal,STROfferedTotal,STROfferedTotal
,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol
Unit Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3755,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.7425638686131386,0.5987797145854358,2.0,0.35,2.0,15278.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3756,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,1824.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3757,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,1349.76,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3758,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,1094.3999999999999,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3759,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.5635492700729925,0.17781943039203718,1.64,1.15,1.64,13709.199999999999,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3763,103.32487454379562,11.625232960656287,105.5,27.0,108.0,905952.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,4384.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3764,105.16913777372262,4.1936658701053595,106.4,10.0,107.0,922123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,4384.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3787,622.8703239051094,132.84972808359598,680.0,235.0,758.0,5461327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3788,646.7887773722628,113.57164234118301,670.0,380.0,773.0,5671044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3789,638.3066833941606,138.07335774552334,720.0,350.0,773.0,5596673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3790,662.109375,126.47273815781104,720.0,340.0,762.0,5805375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3791,9.789192949907235,3.5101078805436763,11.0,4.0,13.0,84422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43565.0
A3797,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,2.5,2.5,3600.0,2.0,0.0,2.0,2.0,2.0,2880.0,0.85,0.49514670262761706,1.2,0.15,1.2,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3798,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,2.5,2.5,3600.0,2.625,1.2187725515099637,2.0,2.0,5.0,3780.0,0.85,0.49514670262761706,1.2,0.15,1.2,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3799,305.8940465328467,76.79421970967431,337.0,0.0,337.0,2682079.0,15.0,0.0,15.0,15.0,15.0,131520.0,3.2062043795620436,3.576968748447482,2.0,2.0,20.0,28112.0,0.15,0.0,0.15,0.15,0.15,1315.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3802,10.062388278388278,2.7532187033484186,10.0,0.1,13.0,68675.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3803,19.310447080291972,3.3787384492322747,20.0,0.0,20.0,169314.0,10.0,0.0,10.0,10.0,10.0,87680.0,5.752737226277373,1.7881379898675307,5.0,5.0,10.0,50440.0,0.15,0.0,0.15,0.15,0.15,1315.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3804,19.315693430656935,3.219900773043285,20.0,0.0,20.0,169360.0,10.0,0.0,10.0,10.0,10.0,87680.0,5.4653284671532845,1.4527052149110418,5.0,5.0,10.0,47920.0,0.15,0.0,0.15,0.15,0.15,1315.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3805,48.4771897810219,4.093515028102097,49.0,15.0,49.0,425048.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,26304.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87680.0,,,,,,
A3806,49.0,0.0,49.0,49.0,49.0,426104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,26304.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87680.0,,,,,,
A3807,,,,,,,,,,,,,12.0,0.0,12.0,12.0,12.0,105216.0,1.066537408759124,0.4007623731375181,1.35,0.5,1.35,9351.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3808,,,,,,,,,,,,,10.0,0.0,10.0,10.0,10.0,87680.0,1.066537408759124,0.4007623731375181,1.35,0.5,1.35,9351.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3822,145.28224224452555,18.92965011226015,143.8,51.3,165.3,1273834.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,17536.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3825,17.715100364963504,2.9113419626846957,20.0,14.0,20.0,155326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3826,17.715100364963504,2.9113419626846957,20.0,14.0,20.0,155326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3827,17.715100364963504,2.9113419626846957,20.0,14.0,20.0,155326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3828,17.715100364963504,2.9113419626846957,20.0,14.0,20.0,155326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3829,21.715100364963504,2.9113419626846957,24.0,18.0,24.0,190398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3830,21.860971715328468,1.4770023082319141,23.0,5.0,23.0,191677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43565.0
A3831,21.864393248175183,1.455149153595072,23.0,20.0,23.0,191707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43565.0
A3840,378.00672901459853,31.38243735889785,370.0,310.0,455.0,3314363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0052666227781435,0.07238808845189953,1.0,1.0,2.0,4581.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,24.0
A3852,69.92392791970804,1.9756779311432318,70.0,17.0,70.0,613093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3853,72.40237226277372,5.371649410550139,73.0,22.0,73.0,634824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3854,210.44274635036496,77.01176122824762,250.0,122.0,361.0,1845162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0046728971962617,0.06820532959282988,1.0,1.0,2.0,5160.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3855,257.8162636861314,64.72308017566381,300.0,122.0,355.0,2260533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0041436464088398,0.06424320330174489,1.0,1.0,2.0,5816.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3864,93.40562271897811,17.97258908292792,99.0,45.0,110.0,818980.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3865,93.81578467153285,16.944219153564394,99.0,45.0,110.0,822576.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3867,11.043119266055045,0.4876955033610064,11.0,10.0,20.0,96296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3868,15.302064220183487,2.500931420573877,15.0,10.0,29.0,133434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3876,42.668407846715326,2.365544102731233,41.0,25.0,46.0,374116.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3877,42.669023722627735,2.3650893027439626,41.0,25.0,46.0,374122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3878,43.98893704379562,1.4570356087907852,43.0,25.0,46.0,385695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3879,50.674771897810224,2.3799095316384866,49.0,25.0,54.0,444316.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3907,8.073400097703956,0.9009438573181588,8.0,3.5,15.0,66105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3908,8.02767398411957,0.5709030674989376,8.0,3.5,15.0,68749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3909,74.33859489051095,4.717067819243659,71.0,70.7,81.0,651800.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3910,69.50857664233575,4.549005873325884,66.0,66.0,78.0,609451.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3911,14.58473243068988,10.80151626933761,12.1,0.1,36.3,113104.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3916,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,40.0,40.0,350720.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3924,54.22867244525548,6.894754708781826,56.0,10.0,66.0,475477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3925,53.64507299270073,6.2905349583298396,55.0,42.0,66.0,470360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3926,54.152600364963504,6.496595353975963,56.0,42.0,66.0,474810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3927,54.519616788321166,6.826807125597033,56.0,10.0,68.0,478028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3928,53.32105383211679,6.268590314490348,55.0,42.0,66.0,467519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3929,54.315807481751825,6.436895059637541,56.0,42.0,66.0,476241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3936,468.37192062043795,27.644152635919678,460.0,340.0,510.0,4106685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3938,7.040286373012984,2.436440208347894,7.0,1.0,11.0,58019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3939,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3942,37.56158759124087,0.3875475150122176,37.5,37.5,40.0,329340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3943,669.4915716240876,51.70556820947658,679.0,27.0,686.0,5870102.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3945,566.9174498175182,44.6358969876807,574.0,12.0,586.0,4970732.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3946,575.6480269160585,14.520896573781005,578.0,250.0,587.0,5047281.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3947,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3948,9.679332831703034,0.6494654335584493,10.0,3.0,10.0,77183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3949,9.867978679786798,0.583215596986995,10.0,3.0,10.0,72204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3957,589.5904425182482,75.00747560103636,610.0,260.0,678.0,5169529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3958,609.2005018248175,86.34736873172885,610.0,170.0,682.0,5341470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3959,5.533759124087592,1.7281282371992985,5.0,1.0,8.0,48520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3969,52.519046532846716,4.6518438146502605,53.0,10.0,64.0,460487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3970,62.54162864963504,5.9321936186846855,63.0,10.0,75.0,548365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3971,52.5384352189781,4.665264317504961,53.0,10.0,64.0,460657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3972,56.31432481751825,5.399725402729259,56.0,10.0,70.0,493764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3974,62.42203467153285,4.852816511486447,59.0,25.0,70.0,547316.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3975,7.371862934362935,1.8045542066322082,8.0,1.0,8.0,61098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3976,7.685401119402985,1.0014107960895404,8.0,1.0,8.0,65910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3983,5.303913768766842,3.293108716586384,5.4,0.1,10.2,41333.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3986,4.588757921419519,3.2483300667483768,4.1,0.1,9.5,36205.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3990,10.241990376716348,2.8014712734831986,11.0,2.0,13.0,87272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,17536.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43565.0
A3991,214.50845118613137,48.869930097428345,233.1,0.0,246.0,1880810.0999999999,4.0,0.0,4.0,4.0,4.0,35072.0,2.9981751824817517,0.06038808649098852,3.0,1.0,3.0,26288.0,10.0,0.0,10.0,10.0,10.0,87680.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3995,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,17536.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3996,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,17536.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3997,23.807722497979913,1.5203435886900263,24.0,6.0,26.0,206246.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.430565693430657,0.02437397820101713,0.45,0.4,0.45,3775.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,1742.6000000000001
A3998,23.819334172291498,1.5218489794812624,24.0,6.0,26.0,208204.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42445255474452553,0.01949918256081409,0.44,0.4,0.44,3721.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,1742.6000000000001
A4001,41.171762232862314,0.9858382951144923,41.2,15.0,43.0,352553.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.858485401459854,0.3656096730152611,1.15,0.4,1.15,7527.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1695569838172845,0.0244016785143476,0.15,0.15,0.2,1477.35
A4004,331.46968521897804,21.114658990024015,338.4,91.2,348.0,2906326.1999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4008,813.9228723404256,3.8983867632463545,815.0,787.0,815.0,2754315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,84.0,84.0,84.0,736512.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4011,366.13389598540147,60.17242136312443,390.0,230.0,415.0,3210262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43840.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,871300.0
A4012,433.20084397810217,116.40684315206099,520.0,160.0,520.0,3798305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43840.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,871300.0
A4013,440.2296989051095,120.43797180079518,520.0,160.0,520.0,3859934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43840.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,871300.0
A4014,12.636856710393541,0.9549926220605676,13.0,8.0,13.0,100185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4015,14.013914233576642,0.1662468447909564,14.0,14.0,16.0,122874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,175360.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4016,21.9,0.0,21.9,21.9,21.9,6832.799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,106.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,28800.0
A4021,17.20648950729927,2.5381968675258597,18.0,6.5,25.0,150866.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4022,105.0,0.0,105.0,105.0,105.0,920640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4024,89.12481301199098,7.373593785255675,89.6,60.0,106.7,750698.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.34
A4030,12.13957345971564,1.5566706211444656,13.0,3.0,13.0,102458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,17536.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43565.0
A4032,167.18578923357666,9.853381344098477,170.0,148.0,194.0,1465885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4033,168.8543567518248,11.235733326513245,170.0,148.0,194.0,1480515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4034,168.2680200729927,10.756553851572221,170.0,148.0,194.0,1475374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4035,168.9038549270073,11.465521783540721,170.0,148.0,194.0,1480949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4036,11.349452554744525,1.4925111476137942,10.0,10.0,13.0,99512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,175360.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4053,163.091806590077,3.25369638761679,163.0,102.0,175.0,1291850.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.055802919708029,0.6254519476880737,3.99,3.99,10.0,35561.28,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4054,163.28320217096336,2.46206282393398,163.0,102.0,175.0,1203397.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.055802919708029,0.6254519476880737,3.99,3.99,10.0,35561.28,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4055,9.92205984690327,0.7859144169908625,10.0,2.0,10.0,28516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4075,147.60013686131387,6.5884414052248745,150.0,75.0,150.0,1294158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A4076,224.39176551094891,13.83293928856878,230.0,115.0,230.0,1967467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48947878649635035,0.2500534716522247,0.65,0.1,0.65,4291.75,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
