,RegOfferedEconomic,RegOfferedEconomic,RegOfferedEconomic,RegOfferedEconomic,RegOfferedEconomic,RegOfferedEconomic,RegOfferedSelfSchedule,RegOfferedSelfSchedule,RegOfferedSelfSchedule,RegOfferedSelfSchedule,RegOfferedSelfSchedule,RegOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SpinOfferedSelfSchedule,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedEconomic,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,SuppOfferedSelfSchedule,STROfferedTotal,STROfferedTotal,STROfferedTotal,STROfferedTotal,STROfferedTotal,STROfferedTotal
,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol,Mean,StdDev,Median,Min,Max,TotalVol
Unit Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A14557,18.360677305396518,1.4274335703393473,18.8,12.0,18.8,150722.80000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2454.48,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.1599999999999
A14558,18.51626679462572,1.2123872855370177,18.8,8.0,18.8,154351.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2454.48,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.1599999999999
A14559,18.667996245893946,0.42987537736614884,18.8,16.0,18.8,159126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2454.48,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.1599999999999
A14560,18.653918277578423,0.44863571668630453,18.8,16.0,18.8,161151.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2454.48,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.1599999999999
A14561,18.66173902784332,0.44003244272048714,18.8,16.0,18.8,158176.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2454.48,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.1599999999999
A14562,18.668979303857007,0.4342364571975042,18.8,16.0,18.8,158761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2454.48,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.1599999999999
A14563,18.627877147564135,0.7692487652960492,18.8,6.0,18.8,158299.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2454.48,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.1599999999999
A14564,18.64548201043669,0.46134114134155063,18.8,16.0,18.8,135776.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2454.48,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.1599999999999
A14565,18.6624602707475,0.4394833134539838,18.8,16.0,18.8,158537.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2454.48,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,1568.1599999999999
A14567,28.906068902578145,0.41682213048676575,29.0,17.0,29.0,253390.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.202514259639518,1.4711813781935088,10.08,6.72,13.14,89435.24,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A14606,15.5,0.0,15.5,15.5,15.5,135873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,175320.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A14612,11.673511293634498,0.7392190975631984,12.0,10.0,12.0,102330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,10.4,10.4,10.4,91166.40000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,871.2
A14845,3.5336413415468857,0.7557476412453453,3.6,1.5,6.9,30975.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A14847,4.847992242756103,1.9430740479129587,4.6,2.0,8.9,42497.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A14849,10.516617416999827,3.4121533630294056,12.1,1.1,15.1,60502.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A14852,12.355838863662825,3.531661300549781,13.4,5.5,16.8,106124.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A14861,4.084782608695652,2.194457125181485,4.2,0.4,9.5,35701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A14868,3.6568788501026694,1.5242081615446081,3.4,1.4,6.9,32056.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A14869,1.873331766917293,0.35298653809248687,1.8,0.5,2.7,15945.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A14871,292.91341546885695,16.225286731863765,294.0,185.0,345.0,2567679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A14872,285.8220396988364,20.09186086478075,287.0,40.0,375.0,2505516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A14873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,312.0
A14890,4.525268081222906,2.4652041271419907,3.8,2.1,9.0,39668.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,100.0,0.0,100.0,100.0,100.0,871200.0
A14891,1.5196326716860598,0.6931620394361784,1.4,0.9,3.6,13321.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,100.0,0.0,100.0,100.0,100.0,871200.0
A15171,346.7162902121834,19.612548847752883,353.0,150.0,371.0,3039315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,2.5,2.5,21915.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A15172,346.78736025553275,19.215532672674126,354.0,110.0,371.0,3039938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,2.5,2.5,21915.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A15484,643.0015970796259,160.56033087015007,706.0,245.0,920.0,5636552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.380330823636777,1.3055617671089366,9.34,4.8,12.52,82227.98,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A15485,742.5632443531828,92.77127224248314,755.0,262.0,958.0,6509309.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.44816563997262,1.0896110299704551,8.34,4.8,10.88,74056.62,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A15486,,,,,,,,,,,,,8.0,0.0,8.0,8.0,8.0,69520.0,,,,,,,,,,,,,,,,,,
A15487,,,,,,,,,,,,,2.0,0.0,2.0,2.0,2.0,17532.0,,,,,,,,,,,,,,,,,,
A15508,11.0,0.0,11.0,11.0,11.0,96426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.259501483002516,20.80026345142703,55.29,25.450000000000003,100.17,528234.79,0.0,0.0,0.0,0.0,0.0,0.0,0.2617355371900827,0.22963261916855604,0.17,0.17,1.0,2280.2400000000002
A15509,10.987679671457906,0.13539126058135645,11.0,9.5,11.0,96318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.259501483002516,20.80026345142703,55.29,25.450000000000003,100.17,528234.79,0.0,0.0,0.0,0.0,0.0,0.0,0.2617355371900827,0.22963261916855604,0.17,0.17,1.0,2280.2400000000002
A15780,5.0,0.0,5.0,5.0,5.0,43830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A15805,,,,,,,,,,,,,1.5,0.0,1.5,1.5,1.5,1155.0,,,,,,,,,,,,,,,,,,
A15806,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,2401.0,,,,,,,,,,,,,,,,,,
A16012,187.45071868583162,8.388581939537609,186.0,102.0,209.0,1643193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.418551220625144,2.371166530027064,10.9,7.62,17.74,100095.02,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A16013,189.58829568788502,8.076877896028758,188.0,175.0,209.0,1661931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.223440565822496,13.355025189110348,32.34,7.82,53.56,256172.68,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A16114,123.71333790894532,12.147416714890104,129.5,74.0,129.5,1081502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.959399954369154,0.1061549329790001,9.96,9.6,10.36,87304.1,0.0,0.0,0.0,0.0,0.0,0.0,3.1624403122130396,1.097691377234907,2.51,2.4,6.09,27551.18
A16115,,,,,,,,,,,,,40.0,0.0,40.0,40.0,40.0,109880.0,,,,,,,,,,,,,,,,,,
A16118,,,,,,,,,,,,,10.407407407407407,7.263725514092267,10.0,1.0,20.0,4496.0,,,,,,,,,,,,,,,,,,
A16119,,,,,,,,,,,,,1.4,0.0,1.4,1.4,1.4,12272.4,,,,,,,,,,,,,,,,,,
A16120,,,,,,,,,,,,,45.0,0.0,45.0,45.0,45.0,51300.0,,,,,,,,,,,,,,,,,,
A16135,73.43357508532422,49.79593684724587,71.0,0.1,150.0,344256.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A16136,75.72203968423298,53.6057968317737,70.0,0.1,150.0,354909.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A16430,35.33127994524298,0.47070034832560204,35.0,35.0,36.0,309714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,11.0,11.0,96426.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A16431,35.33127994524298,0.47070034832560204,35.0,35.0,36.0,309714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,11.0,11.0,96426.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A16432,55.0,0.0,55.0,55.0,55.0,482130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,11.0,11.0,96426.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A16433,55.0,0.0,55.0,55.0,55.0,482130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,11.0,11.0,96426.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A16434,55.0,0.0,55.0,55.0,55.0,482130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,11.0,11.0,96426.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A16435,143.99612137805155,13.634566772773306,146.0,60.0,159.0,1262270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,11.0,11.0,96426.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A16436,135.85409536846907,18.03241800279475,142.0,60.0,160.0,1190897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,11.0,11.0,96426.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A16437,129.29317818845539,24.233694259954884,137.0,80.0,163.0,1133384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,11.0,11.0,96426.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A16456,18.43429158110883,0.30701104939667573,18.5,17.0,18.5,161595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,1.5,1.5,13149.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87120.0
A16457,18.5,0.0,18.5,18.5,18.5,162171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,1.5,1.5,13149.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87120.0
A16458,18.5,0.0,18.5,18.5,18.5,162171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,1.5,1.5,13149.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87120.0
A16783,9.644079397672828,1.018344445773802,10.0,2.5,10.0,84540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,3.42,3.42,3.42,29979.72,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87120.0
A16792,235.77218385030767,9.539817327122748,235.0,135.0,276.0,1877453.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20611225188227242,0.0048749981397201965,0.21,0.2,0.21,1806.78,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A17683,30.0,0.0,30.0,30.0,30.0,262950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,1.5,1.5,13147.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A17684,30.0,0.0,30.0,30.0,30.0,262950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,1.5,1.5,13147.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A17707,804.5096406160867,97.15317513125318,850.0,400.0,898.0,7051527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A17864,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5837.0,,,,,,,,,,,,,,,,,,,,,,,,
A18021,41.62491728465487,5.985688451037851,44.8,12.9,44.8,364842.39999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,2.5,2.5,21912.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A18022,24.74589845978323,2.001846051538643,25.1,10.7,26.4,216897.80000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,2.5,2.5,21912.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A18248,24.060548860171338,2.7717861741159133,25.0,1.0,25.0,165705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,11.8,11.8,11.8,103427.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A18303,43.61092995169082,33.49177518155919,35.349999999999994,0.1,100.0,361098.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A18596,375.8816885339418,18.6569303135098,378.0,260.0,488.0,3294603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.067292641186539,1.1968617326647322,8.14,4.8,10.38,70709.82,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A18597,377.3025670279521,16.814854798083672,378.0,260.0,488.0,3307057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79346719908728,1.4976584542918954,8.06,4.8,10.38,68309.74,0.0,0.0,0.0,0.0,0.0,0.0,13.837601702950217,1.9006094519802326,14.18,10.0,16.9699999,112568.8898535
A18598,383.6771249286937,19.583617091060272,380.0,200.0,460.0,3362930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.932474614945807,0.9610839162697916,7.86,4.8,9.9,69528.14,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A18599,384.5282373074729,17.915391001609777,381.0,260.0,460.0,3370390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9415071306332,0.9762329441069755,7.86,4.8,9.9,69607.31,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A18600,,,,,,,,,,,,,2.93232134516581,1.1394258602829552,2.4,2.1,5.5,6278.099999999999,,,,,,,,,,,,,,,,,,
A18601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,24.0
A18603,,,,,,,,,,,,,1.8,0.0,1.8,1.8,1.8,13721.4,,,,,,,,,,,,,,,,,,
A19179,45.0,0.0,45.0,45.0,45.0,230310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,51.18,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A19180,45.0,0.0,45.0,45.0,45.0,230310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,51.18,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A19181,45.0,0.0,45.0,45.0,45.0,230310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,51.18,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A19182,45.0,0.0,45.0,45.0,45.0,230310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,51.18,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A19218,1062.166471277843,82.72879534680293,1066.0,500.0,1173.0,5436168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5718.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A19219,530.018411967779,0.13444863005957255,530.0,530.0,531.0,2763516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.60862869198313,19.702406067592843,63.45,28.02,100.2,352511.39,0.0,0.0,0.0,0.0,0.0,0.0,67.41049151029186,19.71198812536274,63.24999995,27.82,100.0,351073.8397856
A19220,,,,,,,,,,,,,4.201341117071632,2.7552591798698427,2.7,2.7,9.4,26628.100000000002,,,,,,,,,,,,,,,,,,
A19260,515.7283078131135,8.442922068098108,515.0,125.0,525.0,2627120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,507.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A19262,519.7506870828425,8.28546939298475,520.0,125.0,520.0,2647610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,507.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A19546,,,,,,,,,,,,,1.021311475409836,0.05615563544914973,1.0,1.0,1.2,2990.4,,,,,,,,,,,,,,,,,,
A19547,,,,,,,,,,,,,1.0764172922599016,0.09360938835397618,1.0,1.0,1.2,4158.2,,,,,,,,,,,,,,,,,,
A19893,,,,,,,,,,,,,5.5,0.0,5.5,5.5,5.5,3553.0,,,,,,,,,,,,,,,,,,
A19900,92.68169398907104,5.757048495437832,93.0,77.0,102.0,271372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.58,0.58,0.58,1698.2399999999998,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A19912,,,,,,,,,,,,,1.1863541666666668,0.27368271968952773,1.0,1.0,1.8,1138.9,,,,,,,,,,,,,,,,,,
A20261,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,144.0,,,,,,,,,,,,,,,,,,
A3153,254.74555200729927,18.227055219613096,255.0,15.0,289.0,2233609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3165,262.1109709962169,47.60232864724677,270.0,90.0,302.0,1662832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,1490.5600000000002,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,87130.0
A3167,530.8376918570592,67.70191001862412,542.8,245.0,610.8,4530699.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,2455.0400000000004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3174,417.9955920166524,66.40827144232829,450.0,225.0,465.0,3413770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,2192.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3175,401.7071697099893,75.42575839744092,430.0,225.0,465.0,2991915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,2192.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3178,42.39963503649635,2.3871753189565164,42.0,35.0,49.0,371760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,1.25,1.25,10960.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3179,42.39963503649635,2.3871753189565164,42.0,35.0,49.0,371760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,1.25,1.25,10960.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3180,42.39963503649635,2.3871753189565164,42.0,35.0,49.0,371760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,1.25,1.25,10960.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3181,42.39963503649635,2.3871753189565164,42.0,35.0,49.0,371760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,1.25,1.25,10960.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3182,79.15364963503649,6.52434703849636,78.2,69.1,94.5,694019.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3183,79.15364963503649,6.52434703849636,78.2,69.1,94.5,694019.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3184,76.83074817518248,3.056720746769919,76.0,50.0,82.0,673652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,43840.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,871300.0
A3197,91.87899178832117,18.602579418533807,103.0,63.0,105.0,805595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3198,151.00273722627736,9.946313824635608,154.0,118.0,154.0,1323992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3220,5.369434306569342,0.3238950373618359,5.5,3.7,5.5,47079.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
A3385,47.12043795620438,0.47581134063303304,47.0,47.0,49.0,413152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3386,47.04653284671533,0.9507679472821423,47.0,38.0,49.0,412504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3399,11.46799628942486,1.4602533691481296,11.0,10.0,13.0,98900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
A3400,83.4880246350365,5.84106385738484,83.0,40.0,93.0,732023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
