Unit Code,Mean,StdDev,Median,Min,Max,Q1,Q3
A5426,16.573204845814978,5.11572929817733,15.0,11.84,53.48,13.307500000000001,18.185
A5427,16.566777843954736,4.907165631405776,15.0,11.79,53.06,13.31,18.45
A5433,17.268223436966174,5.586114619482251,15.18,11.15,64.22,13.45,19.55
A5438,16.608804780876493,6.528088606689222,15.18,3.77,44.79,12.51,19.79
A5588,12.058165137614678,4.82215895346442,11.57,2.92,29.61,8.29,14.51
A5639,15.824624553039333,6.279576585604084,14.3,3.77,64.22,12.127500000000001,18.2
A5640,20.274250764525995,6.420414716130751,18.33,14.0,59.16,15.355,23.155
A5641,15.21538185085355,5.903424797265774,14.09,3.77,59.16,12.04,16.68
A5647,14.06799807042933,5.740949886089481,12.98,2.92,59.16,10.66,15.42
A5648,13.699171597633137,5.607770670630033,12.78,2.92,59.16,10.395,15.0
A5673,24.25795454545454,8.754365919319948,22.14,8.77,47.62,18.25,29.99
A5674,24.52298245614035,8.279453289828414,22.575,8.77,47.62,19.3025,30.53
A5743,16.855009589566553,5.78583820907271,15.17,6.64,59.51,12.86,19.5
A5869,19.24042553191489,9.759859887948055,15.12,10.01,55.83,13.555,19.855
A5870,17.41982456140351,6.77338053686954,15.0,11.03,48.28,13.2,19.71
A5935,16.721354679802957,6.4057213151774555,14.805,11.4,53.48,12.862499999999999,17.735
A5962,31.72875,6.836267648150039,30.02,21.43,42.04,28.0225,36.4075
A5992,17.369280442804428,7.263094850066231,15.0,7.91,55.83,12.5,19.9925
A5993,17.90136170212766,6.99535071438834,15.485,8.8,55.83,13.1425,20.485
A5995,16.4577398989899,5.632951121389895,15.0,10.0,64.22,12.71,18.4525
A6004,39.952608695652174,9.990402311214542,37.85,27.53,64.22,32.38,43.985
A6049,13.254945054945056,3.194227311653216,12.835,7.0,29.61,11.3425,15.0
A6362,34.92411764705883,6.331966577240763,33.22,25.59,47.64,30.49,38.41
A6370,14.379570815450643,5.279502431491913,13.41,3.86,59.16,11.2975,16.145
A6371,13.85498005319149,6.321386883851557,12.56,2.92,64.22,10.0975,15.205
A6377,22.0675,7.7270852633232066,19.905,16.49,47.05,17.4375,21.775
A6389,15.511292834890966,7.02961451498207,13.940000000000001,5.16,66.28,11.8025,17.1925
A6391,26.316666666666666,3.6865476171254508,24.34,24.04,30.57,24.189999999999998,27.455
A6395,14.270254893035958,5.158541021678571,13.31,2.92,49.77,11.34,16.08
A6439,17.240545454545455,7.1232060556876045,15.0,10.33,42.48,13.555,15.88
A6442,15.70525915080527,5.56849146813679,14.73,4.48,63.23,12.45,17.42
A6458,13.11909090909091,3.4767867381717954,12.53,8.78,26.88,11.71,13.46
A6459,15.941286549707602,4.6288549390406155,15.0,7.84,37.67,12.79,18.1875
A6601,15.548649237472766,4.4679519067829965,14.44,11.4,47.62,13.04,15.879999999999999
A6687,17.86076923076923,4.958916987841972,15.77,12.16,29.62,15.0,19.85
A6688,22.820666666666668,6.334815640206297,21.115000000000002,14.03,41.39,19.1875,25.465
A6689,20.384035087719298,8.117124339721824,18.73,6.87,66.28,15.06,23.884999999999998
A6690,20.449411764705882,7.714249141786035,18.93,6.87,66.28,15.08,24.43
A6691,19.85952380952381,6.265177066145137,18.915,9.86,37.88,15.4075,23.045
A6692,21.021714285714285,8.217075911923368,18.82,7.86,53.13,15.0,24.91
A6693,19.318115577889447,6.894871837030517,17.575,6.87,46.64,14.6,22.6725
A6694,20.05006814310051,7.390675704383343,18.37,7.86,53.13,15.0,23.42
A6723,15.291144278606964,6.831934219829665,12.99,6.03,59.16,11.64,17.09
A6725,17.218941176470587,9.146082432689212,12.99,6.91,59.16,12.21,17.96
A6865,18.585250205086133,7.091603073584546,16.28,10.39,66.28,14.045,20.955
A6972,14.383118971061092,3.283801433330304,13.81,9.09,33.46,12.375,15.335
A6973,16.937364864864865,4.381050313836006,15.879999999999999,10.09,35.94,14.0525,19.605
A7074,21.57817307692308,9.50625105951945,19.045,6.49,53.48,15.0,26.822499999999998
A7129,25.546363636363637,15.512549289351037,21.48,12.25,53.48,14.155000000000001,32.989999999999995
A7130,26.856,15.697578157155325,21.585,12.25,53.48,14.9275,38.41
A7360,16.29775,7.804997479260354,13.42,8.8,53.48,11.6425,18.700000000000003
A7362,15.424193548387096,7.351355065262989,13.17,8.8,53.48,11.305,16.3
A7883,21.355700000000002,9.744598633876796,18.265,8.01,53.06,13.3875,27.725
A7884,22.955277777777777,7.436444037349766,20.87,15.25,46.83,17.2525,25.0525
A8541,27.058923076923076,8.210062803905007,25.0,14.25,66.28,21.21,30.9
A8542,28.917518796992482,8.305673492852456,28.06,14.29,66.28,22.9,32.53
A8543,29.138703703703705,8.974037588309672,28.595,12.88,59.16,22.185000000000002,32.94
A8544,28.19075,8.726143235075448,26.5,12.88,66.28,22.145,32.462500000000006
A8550,22.744622093023256,7.920587439430286,20.75,10.22,53.13,16.9675,26.9125
A8551,14.672007899934167,3.984337838175522,13.48,10.07,38.41,12.27,15.94
A8554,20.233081861958265,6.579826464280051,18.02,15.0,66.28,15.49,22.17
A8555,21.914418807139747,6.984578659144632,20.26,15.0,66.28,16.43,24.85
A8560,38.858,9.837658257939234,38.66,28.22,53.48,31.82,42.11
A8561,38.858,9.837658257939234,38.66,28.22,53.48,31.82,42.11
A8566,36.92,12.61627520308589,35.239999999999995,23.72,53.48,29.795,42.364999999999995
A8567,35.739999999999995,11.240097864342642,31.82,23.72,53.48,31.02,38.66
A8733,10.840033698399326,3.492992237496025,10.58,3.86,32.76,7.95,12.96
A8734,10.712584745762712,3.2888138494741734,10.475000000000001,2.92,28.98,7.905,12.8925
A8736,13.845021516054286,4.827069254795978,13.29,2.92,40.7,10.88,15.49
A8737,13.721682892906815,4.450692386487357,13.29,5.36,55.83,10.9125,15.23
A8741,14.43215923045436,5.27603972241794,13.48,2.92,53.48,11.4,16.36
A8742,14.882051831227244,5.459048362870708,13.81,2.92,53.48,11.75,16.95
A8744,25.216250000000002,6.247415322698316,25.975,13.43,35.94,23.6975,26.975
A8747,13.055065359477124,3.352193823439046,12.88,5.16,29.28,11.1175,14.92
A8820,16.14993079584775,5.237223871985955,14.715,8.96,66.28,12.78,17.375
A8821,15.954611032531824,5.10394395189355,14.74,9.76,48.34,12.585,17.165
A8824,20.5990243902439,5.905971048387407,19.03,11.96,40.97,16.84,22.97
A8825,16.68958762886598,4.1306436113345,15.54,11.04,49.77,14.07,18.1
A8826,17.969030915576695,5.704760920204097,16.265,10.21,53.48,14.05,20.19
A8828,20.22585910652921,5.7655085357206515,18.985,12.23,53.06,15.6175,22.91
A8829,20.996610169491525,9.08847545912032,17.55,12.25,59.16,15.0,22.26
A8852,14.939922698524244,4.893077409371802,13.72,6.2,49.77,12.344999999999999,16.165
A8854,26.996082474226803,8.349292667546575,25.3,15.87,64.52,20.479999999999997,31.475
A8855,27.525575,7.681942512887175,25.645,15.87,64.52,22.21,31.4375
A8859,16.950466666666667,4.414835729657465,15.355,6.66,37.67,13.8525,18.947499999999998
A8861,15.340125,3.080274726260712,14.35,11.8,24.15,12.7875,17.48
A8862,35.47363636363636,5.635120713396073,37.72,22.61,42.11,32.07,38.644999999999996
A8892,20.061854304635762,5.770578989318547,18.87,10.97,55.83,16.675,22.009999999999998
A8894,18.642286902286905,4.7383501181862435,17.75,11.33,49.77,15.18,20.71
A8895,18.89785714285714,3.4078170641713066,18.305,12.69,29.55,16.5075,20.715
A8896,22.692,6.204499771887724,21.65,12.57,44.72,17.885,25.92
A8918,20.26529411764706,4.589577573182894,19.47,14.08,36.36,17.2275,21.520000000000003
A8922,15.467805139186297,4.746627500706268,14.405000000000001,9.25,55.83,12.45,16.67
A8923,16.620123992560444,5.109491652541907,15.11,9.44,55.83,13.03,18.7
A8969,18.795667396061273,8.108298295684156,16.045,7.92,64.22,13.2325,22.490000000000002
A8970,18.802936507936508,7.592822033299631,16.455,8.35,53.06,13.48,22.185
A9438,19.025000000000002,4.700366523426174,20.009999999999998,12.62,29.8,14.9025,20.515
