Unit Code,Mean,StdDev,Median,Min,Max,Q1,Q3
A4116,0.07999087591240876,0.028289108692060184,0.1,0.04,0.1,0.04,0.1
A4117,0.07999087591240876,0.028289108692060184,0.1,0.04,0.1,0.04,0.1
A4118,0.07999087591240876,0.028289108692060184,0.1,0.04,0.1,0.04,0.1
A4119,0.07999087591240876,0.028289108692060184,0.1,0.04,0.1,0.04,0.1
A4120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4144,4.0,0.0,4.0,4.0,4.0,4.0,4.0
A4154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4156,0.48532504562043793,0.1704031658184537,0.42,0.1,1.19,0.4,0.52
A4157,0.4312363138686131,0.1316925287744657,0.39,0.1,0.75,0.37,0.47
A4158,0.7583633667883212,0.3098756294140204,0.67,0.1,1.64,0.57,0.82
A4173,0.40607093978102193,0.3174705305977933,0.54,0.1,9.99,0.1,0.67
A4174,0.408810447080292,0.31596049759430667,0.54,0.1,9.99,0.1,0.67
A4175,0.4459694343065694,0.2702246254800884,0.51,0.1,9.99,0.1,0.65
A4176,0.5045768704379562,0.3253441957264068,0.54,0.1,9.99,0.1,0.66
A4181,1.8156113138686132,0.5937134371188655,1.87,0.1,3.84,1.4,2.2
A4182,1.7809078467153285,0.6757561171169185,1.96,0.1,3.45,1.44,2.21
A4183,1.7978022354014598,0.5757812719460248,1.875,0.1,3.48,1.41,2.19
A4184,1.8109637317518248,0.5670314918289409,1.88,0.1,3.5,1.43,2.19
A4185,0.6633052007299269,0.3033684538009657,0.62,0.1,1.89,0.47,0.8
A4195,0.6871795164233576,0.33966541777941206,0.87,0.1,3.44,0.53,0.91
A4196,0.5279185675182482,0.3096478964282297,0.72,0.1,1.52,0.1,0.76
A4197,0.6685241788321168,0.3560438592515587,0.84,0.1,1.74,0.43,0.92
A4198,0.5616879562043796,0.35826419832130907,0.71,0.1,0.95,0.1,0.88
A4202,0.6285424270072993,0.32957625150620046,0.58,0.1,2.07,0.5,0.75
A4203,0.6420791514598541,0.27350422707853317,0.6,0.1,2.07,0.54,0.75
A4204,0.4957630018248176,0.35573787382203964,0.54,0.1,1.7,0.1,0.67
A4205,0.6448426094890511,0.27658919633504897,0.61,0.1,2.06,0.54,0.75
A4220,100.0,0.0,100.0,100.0,100.0,100.0,100.0
A4221,100.0,0.0,100.0,100.0,100.0,100.0,100.0
A4222,100.0,0.0,100.0,100.0,100.0,100.0,100.0
A4229,0.7518213959854015,0.3347019792084639,0.74,0.1,3.32,0.59,1.01
A4230,0.8125057025547445,0.3514303659664153,0.8,0.1,5.1,0.63,1.03
A4236,0.7376585310218978,0.3226416976569244,0.71,0.1,7.11,0.58,0.81
A4240,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4259,0.1,0.0,0.1,0.1,0.1,0.1,0.1
A4260,0.7293476277372263,0.48462081715931793,1.01,0.1,4.73,0.1,1.06
