Time_Period,pIES_MW,pGridSale_MW,pGridPurchase_MW,pTurbine_MW,qSteam_Turbine_MWth,pElectrolyzer_MW,pElectrolyzerSetpoint_MW,mHydrogenProduced_kg_per_hr,qSteam_Electrolyzer_MWth,H2_storage_level_kg,H2_to_storage_kg_per_hr,H2_from_storage_kg_per_hr,H2_to_market_kg_per_hr,BatterySOC_MWh,BatteryCharge_MW,BatteryDischarge_MW,Energy_Revenue_USD,H2_Revenue_USD,AS_Revenue_USD
2656,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,38898.92398045483,4979.674796747968,4716.406363967935,4716.406363967935,1.6793478260869517,0.0,0.0,13940.691725741408,14149.219091903806,1142.2475611288341
2657,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,38966.34572619852,4979.674796747968,4716.406363967935,4716.406363967935,1.6793478260869532,0.0,0.0,14514.087786440285,14149.219091903806,1154.89490517098
2658,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39033.76747194221,4979.674796747968,4716.406363967935,4716.406363967935,1.679347826086933,0.0,0.0,15513.947167283948,14149.219091903806,1304.2029145576262
2659,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39101.1892176859,4979.674796747968,4716.406363967935,4716.406363967935,1.6793478260869241,0.0,0.0,17875.622192287443,14149.219091903806,2370.9060254400956
2660,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39168.61096342959,4979.674796747968,4716.406363967935,4716.406363967935,1.6793478260869383,0.0,0.0,17062.116531170912,14149.219091903806,2727.3793445817337
2661,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39236.03270917327,4979.674796747968,4716.406363967935,4716.406363967935,1.6793478260869517,0.0,0.0,16259.362046192486,14149.219091903806,1549.2955534693278
2662,717.3700758735943,717.3700758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39303.45445491695,4979.674796747968,4716.406363967935,4716.406363967935,1.0,0.0,0.6249999999999929,12916.248216104064,14149.219091903806,1082.068463243487
2663,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39370.876200660634,4979.674796747968,4716.406363967935,4716.406363967935,1.0,0.0,0.0,6242.849610859007,14149.219091903806,624.0715456952223
2664,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39438.29794640432,4979.674796747968,4716.406363967935,4716.406363967935,1.0,0.0,0.0,3400.9553850202046,14149.219091903806,539.8165000666277
2665,714.4624671779421,714.4624671779421,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39505.719692148006,4979.674796747968,4716.406363967935,4716.406363967935,3.1,2.2826086956521587,0.0,0.0,14149.219091903806,582.7622678055932
2666,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39573.141437891696,4979.674796747968,4716.406363967935,4716.406363967935,5.4,2.5,0.0,0.0,14149.219091903806,515.2613056576846
2667,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39640.56318363538,4979.674796747968,4716.406363967935,4716.406363967935,7.7,2.5,0.0,0.0,14149.219091903806,506.79909852512793
2668,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39707.98492937906,4979.674796747968,4716.406363967935,4716.406363967935,7.7,0.0,0.0,0.0,14149.219091903806,514.5967884478807
2669,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39775.40667512275,4979.674796747968,4716.406363967935,4716.406363967935,10.0,2.5,0.0,0.0,14149.219091903806,412.5196615990143
2670,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39842.82842086643,4979.674796747968,4716.406363967935,4716.406363967935,10.0,0.0,0.0,2784.5546197689137,14149.219091903806,643.3376941289837
2671,719.2450758735943,719.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39910.250166610116,4979.674796747968,4716.406363967935,4716.406363967935,7.282608695652154,0.0,2.5,8940.216293108777,14149.219091903806,1159.8894686059818
2672,718.6320758735942,718.6320758735942,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39977.6719123538,4979.674796747968,4716.406363967935,4716.406363967935,5.231521739130434,0.0,1.8869999999999738,7682.176891088721,14149.219091903806,1170.0843629717758
2673,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40045.09365809748,4979.674796747968,4716.406363967935,4716.406363967935,5.231521739130436,0.0,0.0,5913.146875957153,14149.219091903806,1492.0896070226336
2674,719.2450758735943,719.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40112.51540384116,4979.674796747968,4716.406363967935,4716.406363967935,2.514130434782598,0.0,2.5,11169.876028316918,14149.219091903806,1568.8014338184028
2675,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40179.937149584846,4979.674796747968,4716.406363967935,4716.406363967935,2.5141304347825955,0.0,0.0,6199.844906306591,14149.219091903806,999.1170466727999
2676,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40247.358895328536,4979.674796747968,4716.406363967935,4716.406363967935,2.514130434782621,0.0,0.0,4769.93847993877,14149.219091903806,760.2864215631739
2677,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40314.780641072226,4979.674796747968,4716.406363967935,4716.406363967935,2.514130434782621,0.0,0.0,5630.032570987083,14149.219091903806,837.5820444973472
2678,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40382.202386815916,4979.674796747968,4716.406363967935,4716.406363967935,2.514130434782621,0.0,0.0,4963.45965042464,14149.219091903806,909.7862440170893
2679,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40449.624132559606,4979.674796747968,4716.406363967935,4716.406363967935,4.814130434782626,2.5,0.0,3131.9646577057106,14149.219091903806,820.011769942286
2680,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40517.04587830331,4979.674796747968,4716.406363967935,4716.406363967935,7.114130434782638,2.5,0.0,4078.339383238223,14149.219091903806,721.0416418135887
2681,719.2450758735943,719.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40584.467624047,4979.674796747968,4716.406363967935,4716.406363967935,4.396739130434776,0.0,2.5,12194.800261436789,14149.219091903806,1192.5278735901704
2682,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40651.88936979069,4979.674796747968,4716.406363967935,4716.406363967935,4.396739130434762,0.0,0.0,7740.846819434819,14149.219091903806,1287.0180666182978
2683,719.2450758735943,719.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40719.31111553438,4979.674796747968,4716.406363967935,4716.406363967935,1.6793478260869272,0.0,2.5,9832.080187192034,14149.219091903806,1090.1622955087064
2684,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40786.73286127807,4979.674796747968,4716.406363967935,4716.406363967935,1.6793478260869268,0.0,0.0,4956.292199665904,14149.219091903806,1022.798958184669
2685,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40854.15460702173,4979.674796747968,4716.406363967935,4716.406363967935,1.6793478260869374,0.0,0.0,8249.735823305069,14149.219091903806,1352.474469287299
2686,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40921.57635276539,4979.674796747968,4716.406363967935,4716.406363967935,1.6793478260869357,0.0,0.0,5038.717883391368,14149.219091903806,1389.4172429238076
2687,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40988.99809850905,4979.674796747968,4716.406363967935,4716.406363967935,1.6793478260869397,0.0,0.0,1010.6105569817679,14149.219091903806,588.6664124142611
2688,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41056.41984425271,4979.674796747968,4716.406363967935,4716.406363967935,1.679347826086951,0.0,0.0,14.334901517471886,14149.219091903806,474.2403716079531
2689,715.2008887280366,715.2008887280366,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41123.8415899964,4979.674796747968,4716.406363967935,4716.406363967935,3.1,1.5441871455576295,0.0,0.0,14149.219091903806,397.8349101982597
2690,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41191.26333574009,4979.674796747968,4716.406363967935,4716.406363967935,5.4,2.5,0.0,0.0,14149.219091903806,438.1334833938933
2691,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41258.68508148378,4979.674796747968,4716.406363967935,4716.406363967935,7.7,2.5,0.0,0.0,14149.219091903806,364.1120962399786
2692,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41326.10682722744,4979.674796747968,4716.406363967935,4716.406363967935,10.0,2.5,0.0,0.0,14149.219091903806,426.42872217492663
2693,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41393.5285729711,4979.674796747968,4716.406363967935,4716.406363967935,10.0,0.0,0.0,2673.459133008507,14149.219091903806,664.9153549964032
2694,719.2450758735943,719.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41460.950318714764,4979.674796747968,4716.406363967935,4716.406363967935,7.282608695652188,0.0,2.5,10939.717604037369,14149.219091903806,1111.843770799877
2695,719.2450758735943,719.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41528.372064458425,4979.674796747968,4716.406363967935,4716.406363967935,4.565217391304362,0.0,2.5,17258.285595586894,14149.219091903806,1558.7167050301316
2696,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41595.793810202085,4979.674796747968,4716.406363967935,4716.406363967935,4.565217391304362,0.0,0.0,8737.122474899114,14149.219091903806,939.0603156276051
2697,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41663.21555594572,4979.674796747968,4716.406363967935,4716.406363967935,6.865217391304362,2.5,0.0,7124.5946318391025,14149.219091903806,937.5505689672193
2698,718.0930758735943,718.0930758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41730.63730168941,4979.674796747968,4716.406363967935,4716.406363967935,5.4,0.0,1.348000000000029,9949.17956622865,14149.219091903806,960.2319166318904
2699,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41798.059047433126,4979.674796747968,4716.406363967935,4716.406363967935,5.4,0.0,0.0,9134.915992008959,14149.219091903806,1005.9322454180179
2700,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41865.480793176845,4979.674796747968,4716.406363967935,4716.406363967935,5.4,0.0,0.0,8479.09424758462,14149.219091903806,979.2189108997989
2701,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41932.90253892056,4979.674796747968,4716.406363967935,4716.406363967935,7.7,2.5,0.0,3239.10141908675,14149.219091903806,738.233781679154
2702,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,42000.324284664224,4979.674796747968,4716.406363967935,4716.406363967935,10.0,2.5,0.0,4239.044525309781,14149.219091903806,816.6880151696244
2703,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,42067.74603040794,4979.674796747968,4716.406363967935,4716.406363967935,10.0,0.0,0.0,6834.164298454722,14149.219091903806,1093.6250247397766
2704,719.2450758735943,719.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,42135.16777615166,4979.674796747968,4716.406363967935,4716.406363967935,7.282608695652163,0.0,2.5,26457.430116010164,14149.219091903806,2128.456939371091
2705,719.2450758735943,719.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,42202.58952189538,4979.674796747968,4716.406363967935,4716.406363967935,4.5652173913043175,0.0,2.5,30308.98749731326,14149.219091903806,2403.989355187027
2706,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,42270.0112676391,4979.674796747968,4716.406363967935,4716.406363967935,4.5652173913043175,0.0,0.0,19244.605287206006,14149.219091903806,1548.7611557504256
2707,804.1002764321678,804.1002764321678,0.0,928.1373699281028,2979.887195121951,125.0,125.0,3074.1869918699185,46.11280487804879,40470.05496460233,3074.1869918699185,4716.406363967935,4716.406363967935,1.8478260869564913,0.0,2.5,49697.41758489013,14149.219091903806,11609.66352794622
2708,716.9000758735942,716.9000758735942,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40537.47671034605,4979.674796747968,4716.406363967935,4716.406363967935,1.6793478260869823,0.0,0.15499999999994665,23102.104945026575,14149.219091903806,1960.057735270691
2709,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40604.89845608971,4979.674796747968,4716.406363967935,4716.406363967935,1.6793478260869823,0.0,0.0,19481.13116224429,14149.219091903806,2227.4163374684463
2710,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40672.32020183343,4979.674796747968,4716.406363967935,4716.406363967935,1.6793478260869823,0.0,0.0,14238.14093222895,14149.219091903806,1303.2026927069876
2711,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40739.741947577146,4979.674796747968,4716.406363967935,4716.406363967935,3.9793478260869826,2.5,0.0,11488.632045426764,14149.219091903806,850.4563961172117
2712,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40807.163693320865,4979.674796747968,4716.406363967935,4716.406363967935,6.279347826086973,2.5,0.0,11170.792986663015,14149.219091903806,665.6890992827125
2713,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40874.58543906458,4979.674796747968,4716.406363967935,4716.406363967935,8.579347826086973,2.5,0.0,12295.728981163926,14149.219091903806,945.3141943816073
2714,717.5540758735942,717.5540758735942,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40942.0071848083,4979.674796747968,4716.406363967935,4716.406363967935,7.7,0.0,0.8090000000000145,15732.373113528554,14149.219091903806,1001.8804298426027
2715,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41009.42893055202,4979.674796747968,4716.406363967935,4716.406363967935,10.0,2.5,0.0,12145.73751523047,14149.219091903806,895.6939940109387
2716,718.8610758735942,718.8610758735942,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41076.85067629568,4979.674796747968,4716.406363967935,4716.406363967935,7.7,0.0,2.116000000000006,18934.800738510472,14149.219091903806,1225.2070871782091
2717,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41144.2724220394,4979.674796747968,4716.406363967935,4716.406363967935,10.0,2.5,0.0,12185.020994403518,14149.219091903806,922.9914177223168
2718,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41211.69416778312,4979.674796747968,4716.406363967935,4716.406363967935,10.0,0.0,0.0,15918.90813515253,14149.219091903806,946.9633364591909
2719,804.1002764321678,804.1002764321678,0.0,928.1373699281028,2979.887195121951,125.0,125.0,3074.1869918699185,46.11280487804879,39411.73786474635,3074.1869918699185,4716.406363967935,4716.406363967935,7.282608695652184,0.0,2.5,62084.58234332767,14149.219091903806,13365.470226806414
2720,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39479.15961049007,4979.674796747968,4716.406363967935,4716.406363967935,9.582608695652175,2.5,0.0,10306.556444855965,14149.219091903806,988.7934854535863
2721,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39546.581356233786,4979.674796747968,4716.406363967935,4716.406363967935,9.5826086956522,0.0,0.0,12707.890195238826,14149.219091903806,1992.9096255219483
2722,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39614.00310197756,4979.674796747968,4716.406363967935,4716.406363967935,9.582608695652194,0.0,0.0,17893.54081918428,14149.219091903806,2177.754160022332
2723,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39681.42484772128,4979.674796747968,4716.406363967935,4716.406363967935,9.582608695652192,0.0,0.0,21412.75914172363,14149.219091903806,1844.4066455917848
2724,719.2450758735943,719.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39748.846593465,4979.674796747968,4716.406363967935,4716.406363967935,6.865217391304348,0.0,2.5,24522.660861910197,14149.219091903806,1992.168603827793
2725,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39816.26833920872,4979.674796747968,4716.406363967935,4716.406363967935,6.865217391304348,0.0,0.0,19284.026266379053,14149.219091903806,1344.9503989629275
2726,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39883.69008495244,4979.674796747968,4716.406363967935,4716.406363967935,6.865217391304348,0.0,0.0,19051.084116720132,14149.219091903806,1684.5467050179861
2727,717.1410758735942,717.1410758735942,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39951.11183069604,4979.674796747968,4716.406363967935,4716.406363967935,6.434782608695658,0.0,0.3960000000000004,22511.058371672123,14149.219091903806,1824.109558906679
2728,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40018.53357643976,4979.674796747968,4716.406363967935,4716.406363967935,6.434782608695668,0.0,0.0,22462.790677878445,14149.219091903806,1932.7471571155268
2729,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40085.95532218348,4979.674796747968,4716.406363967935,4716.406363967935,6.434782608695675,0.0,0.0,22190.42754904648,14149.219091903806,1730.137854071164
2730,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40153.3770679272,4979.674796747968,4716.406363967935,4716.406363967935,6.434782608695675,0.0,0.0,18144.40159574004,14149.219091903806,1279.446897842695
2731,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40220.79881367092,4979.674796747968,4716.406363967935,4716.406363967935,6.434782608695652,0.0,0.0,18502.774133676838,14149.219091903806,1309.1490943936665
2732,719.2450758735943,719.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40288.220559414636,4979.674796747968,4716.406363967935,4716.406363967935,3.717391304347826,0.0,2.5,29729.99521123502,14149.219091903806,2187.1565107793685
2733,719.2450758735943,719.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40355.6423051583,4979.674796747968,4716.406363967935,4716.406363967935,1.0,0.0,2.5,23666.75922162062,14149.219091903806,1546.635710690143
2734,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40423.06405090196,4979.674796747968,4716.406363967935,4716.406363967935,1.0,0.0,0.0,14377.9062220243,14149.219091903806,1191.146948727172
2735,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40490.48579664562,4979.674796747968,4716.406363967935,4716.406363967935,1.0,0.0,0.0,10912.443780175472,14149.219091903806,995.8306822530203
2736,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40557.90754238934,4979.674796747968,4716.406363967935,4716.406363967935,3.3,2.5,0.0,2846.266627356273,14149.219091903806,661.5035730191323
2737,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40625.329288133,4979.674796747968,4716.406363967935,4716.406363967935,5.6,2.5,0.0,3542.6555763330275,14149.219091903806,726.940574546708
2738,714.462467177942,714.462467177942,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40692.75103387669,4979.674796747968,4716.406363967935,4716.406363967935,7.7,2.282608695652203,0.0,7573.302152086185,14149.219091903806,931.8025708307431
2739,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40760.17277962038,4979.674796747968,4716.406363967935,4716.406363967935,10.0,2.5,0.0,4756.872205318138,14149.219091903806,740.0011908808334
2740,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40827.59452536404,4979.674796747968,4716.406363967935,4716.406363967935,10.0,0.0,0.0,7984.54014523184,14149.219091903806,841.5062154562874
2741,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40895.0162711077,4979.674796747968,4716.406363967935,4716.406363967935,10.0,0.0,0.0,10023.679886092215,14149.219091903806,1093.2206378709682
2742,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40962.43801685136,4979.674796747968,4716.406363967935,4716.406363967935,10.0,0.0,0.0,14711.192682305522,14149.219091903806,1421.7695698819389
2743,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41029.85976259502,4979.674796747968,4716.406363967935,4716.406363967935,10.0,0.0,0.0,14073.289564778024,14149.219091903806,1439.5450401165563
2744,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41097.28150833871,4979.674796747968,4716.406363967935,4716.406363967935,10.0,0.0,0.0,13521.395856355355,14149.219091903806,1049.1869985967298
2745,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41164.7032540824,4979.674796747968,4716.406363967935,4716.406363967935,10.0,0.0,0.0,13632.491343115762,14149.219091903806,1180.0906475164377
2746,718.8610758735942,718.8610758735942,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41232.12499982609,4979.674796747968,4716.406363967935,4716.406363967935,7.7,0.0,2.1159999999999894,16921.989726064407,14149.219091903806,1173.2518847939446
2747,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41299.54674556975,4979.674796747968,4716.406363967935,4716.406363967935,10.0,2.5,0.0,12502.860053167267,14149.219091903806,1153.0944604397448
2748,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41366.96849131341,4979.674796747968,4716.406363967935,4716.406363967935,10.0,0.0,0.0,25362.02450978713,14149.219091903806,1569.8887844623703
2749,719.2450758735943,719.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,41434.3902370571,4979.674796747968,4716.406363967935,4716.406363967935,7.282608695652176,0.0,2.5,34059.85056799406,14149.219091903806,2122.8152510353207
2750,804.1002764321679,804.1002764321679,0.0,928.1373699281029,2979.8871951219517,125.0,125.0,3074.1869918699185,46.11280487804834,39634.4339340203,3074.1869918699185,4716.406363967935,4716.406363967935,4.565217391304339,0.0,2.5,46633.79553168357,14149.219091903806,11554.499633250325
2751,719.2450758735943,719.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39701.855679763976,4979.674796747968,4716.406363967935,4716.406363967935,1.8478260869565033,0.0,2.5,35969.44624443845,14149.219091903806,2256.3868089096745
2752,717.5250758735942,717.5250758735942,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39769.277425507666,4979.674796747968,4716.406363967935,4716.406363967935,1.0,0.0,0.779999999999978,33361.328402742765,14149.219091903806,2620.9465787407257
2753,714.2450758735943,714.2450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39836.699171251355,4979.674796747968,4716.406363967935,4716.406363967935,3.3,2.5,0.0,10838.669026381793,14149.219091903806,1416.99903278475
2754,718.2360758735942,718.2360758735942,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39904.120916995045,4979.674796747968,4716.406363967935,4716.406363967935,1.6793478260869508,0.0,1.4910000000000077,18153.416817705092,14149.219091903806,1602.4967662126558
2755,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,39971.542662738735,4979.674796747968,4716.406363967935,4716.406363967935,1.6793478260869312,0.0,0.0,17746.608078630194,14149.219091903806,1281.495498208065
2756,716.7450758735943,716.7450758735943,0.0,919.2349132719683,2951.3048780487807,200.0,200.0,4979.674796747968,74.69512195121933,40038.964408482425,4979.674796747968,4716.406363967935,4716.406363967935,1.6793478260869437,0.0,0.0,15194.995608520197,14149.219091903806,1397.1133951928025
