HourOfYear,Electrolyzer_Capacity_MW,pTurbine_MW,qSteam_Turbine_MWth,pElectrolyzer_MW,pElectrolyzerSetpoint_MW,mHydrogenProduced_kg_hr,qSteam_Electrolyzer_MWth,pIES_MW,H2_Storage_Level_kg,H2_to_Market_kg_hr,H2_from_Storage_kg_hr,H2_net_to_Storage_kg_hr,"Electrolyzer_Status (0=off, 1=on)","Electrolyzer_Startup (0=no, 1=yes)","Electrolyzer_Shutdown (0=no, 1=yes)",DegradationState_Units,pElectrolyzerRampPos_MW,pElectrolyzerRampNeg_MW,RegUp_Turbine_MW,RegDown_Turbine_MW,SR_Turbine_MW,NSR_Turbine_MW,RegUp_Electrolyzer_MW,RegDown_Electrolyzer_MW,SR_Electrolyzer_MW,NSR_Electrolyzer_MW,ThirtyMin_Turbine_MW,ThirtyMin_Electrolyzer_MW,Total_RegUp_MW,Total_RegDown_MW,Total_SR_MW,Total_NSR_MW,Total_30Min_MW,EnergyPrice_LMP_USDperMWh,p_Reg_MISO,deploy_factor_Reg_MISO,loc_Reg_MISO,p_Spin_MISO,deploy_factor_Spin_MISO,loc_Spin_MISO,p_Sup_MISO,deploy_factor_Sup_MISO,loc_Sup_MISO,p_STR_MISO,deploy_factor_STR_MISO,loc_STR_MISO,Deployed_Up_Reserves_MW,Deployed_Down_Reserves_MW,Revenue_Energy_USD,Revenue_Hydrogen_USD,Revenue_Ancillary_USD,Revenue_Total_USD,Cost_VOM_Turbine_USD,Cost_VOM_Electrolyzer_USD,Cost_Water_USD,Cost_Ramping_USD,Cost_Storage_Cycle_USD,Cost_Startup_USD,Cost_HourlyOpex_Total_USD,Profit_Hourly_USD
43,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0888,3.0,0.7174,-0.3596,3.7234,0.8812,-0.4048,20.4401,0.897,-0.1233,12.3102,0.8735,0.1654,0.0,0.0,10673.744,0.0,-0.7223,10673.0217,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9913.0217
44,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5727,7.5251,0.7284,0.3546,4.4724,0.9308,-0.0611,4.6982,0.9051,0.1562,6.839,0.8734,0.0301,0.0,0.0,9717.626,0.0,0.4798,9718.1058,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8958.1058
45,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6149,6.224,0.7037,-0.2017,5.4063,0.9737,0.2223,7.1253,0.9009,-0.4513,13.1883,0.8982,0.2338,0.0,0.0,6693.662,0.0,-0.1969,6693.4651,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5933.4651
46,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9968,4.9804,0.7044,0.0661,9.0296,0.9449,0.4214,3.0,0.8732,0.1441,7.508,0.8679,0.4407,0.0,0.0,7218.784,0.0,1.0723,7219.8563,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6459.8563
47,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.705,8.7727,0.6616,-0.3157,6.2004,0.9692,0.2899,11.9116,0.9133,-0.0092,10.1696,0.8601,0.4505,0.0,0.0,6727.9,0.0,0.4155,6728.3155,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5968.3155
48,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7059,7.4122,0.7263,-0.0916,3.3098,0.9353,0.0387,3.9862,0.8771,-0.0756,19.0241,0.8158,0.3639,0.0,0.0,8628.242,0.0,0.2354,8628.4774,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7868.4774
49,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.727,6.9948,0.6994,-0.422,9.8991,0.9374,0.3208,3.4675,0.859,0.7396,3.0,0.8176,-0.0764,0.0,0.0,6356.26,0.0,0.562,6356.822,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5596.822
50,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.9775,0.7195,0.0666,3.8187,0.9358,0.4468,5.3028,0.8424,-0.2733,3.0,0.8702,0.1409,0.0,0.0,1900.0,0.0,0.381,1900.381,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,1140.381
51,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9698,6.4943,0.7362,0.3837,3.8787,0.9297,-0.247,3.0,0.8317,0.1863,3.6296,0.861,-0.2345,0.0,0.0,4928.524,0.0,0.0885,4928.6125,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4168.6125
52,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4254,7.9769,0.7862,0.0082,3.0,0.8947,0.2769,6.857,0.8832,-0.1743,3.0,0.8761,0.1652,0.0,0.0,3201.652,0.0,0.276,3201.928,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,2441.928
53,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6258,3.9548,0.7777,-0.3605,6.5121,0.9135,-0.1878,10.9872,0.935,0.2171,7.0008,0.8388,0.2105,0.0,0.0,2517.804,0.0,-0.1207,2517.6833,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,1757.6833
54,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.41,7.9796,0.7473,-0.0846,5.5807,0.9167,-0.0499,12.9161,0.9303,-0.4598,3.0,0.8153,-0.3172,0.0,0.0,5095.8,0.0,-0.9115,5094.8885,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4334.8885
55,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.506,7.3942,0.7355,0.0534,4.8427,0.9013,0.1065,10.7376,0.8879,-0.111,8.0246,0.7794,0.2283,0.0,0.0,6272.28,0.0,0.2772,6272.5572,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5512.5572
56,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.597,7.9911,0.6986,-0.0364,3.0,0.9331,0.2999,8.525,0.8513,-0.058,7.0179,0.8166,0.0098,0.0,0.0,6686.86,0.0,0.2153,6687.0753,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5927.0753
57,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.816,4.0195,0.743,0.1697,3.7606,0.8914,-0.0553,8.5606,0.886,0.1789,12.8054,0.838,-0.2526,0.0,0.0,4110.08,0.0,0.0407,4110.1207,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,3350.1207
58,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8783,4.7635,0.7229,0.5039,8.1619,0.8641,-0.2712,3.0,0.867,-0.1368,5.3297,0.8307,0.4269,0.0,0.0,6033.754,0.0,0.5228,6034.2768,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5274.2768
59,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6693,7.3015,0.7764,-0.0147,10.8945,0.8507,-0.4383,3.0,0.8271,0.1538,4.7745,0.8455,0.6846,0.0,0.0,8234.334,0.0,0.3854,8234.7194,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7474.7194
60,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4793,12.0745,0.7376,-0.0326,13.5302,0.8339,-0.0765,11.4296,0.8186,-0.5008,12.8135,0.8459,-0.0267,0.0,0.0,10442.134,0.0,-0.6366,10441.4974,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9681.4974
61,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.618,4.6611,0.8151,-0.1803,5.5735,0.8369,0.3549,3.0,0.8523,0.0036,14.0949,0.8157,-0.6831,0.0,0.0,8594.84,0.0,-0.5049,8594.3351,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7834.3351
62,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1571,12.817,0.7667,0.2575,3.0,0.8646,-0.1294,3.4573,0.8036,-0.0797,16.2427,0.8163,-0.1728,0.0,0.0,9939.698,0.0,-0.1244,9939.5736,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9179.5736
63,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1434,6.548,0.7274,0.4777,11.0413,0.8516,0.2805,6.9362,0.8277,0.1471,11.304,0.7875,-0.5679,0.0,0.0,8794.492,0.0,0.3374,8794.8294,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8034.8294
64,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6935,8.5771,0.7,-0.0475,9.3892,0.8832,-0.1943,13.4336,0.9095,0.4035,12.9367,0.8203,0.2934,0.0,0.0,9003.53,0.0,0.4551,9003.9851,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8243.9851
65,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0784,11.9143,0.6777,0.0637,4.4745,0.9256,0.0231,3.9742,0.9141,-0.0583,12.6453,0.8231,-0.0814,0.0,0.0,12949.792,0.0,-0.0529,12949.7391,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12189.7391
66,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4568,8.7565,0.6951,0.0407,14.6441,0.967,0.0716,18.0381,0.9159,0.0791,12.0013,0.8067,-0.2024,0.0,0.0,13853.584,0.0,-0.011,13853.573,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13093.573
67,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.317,8.2227,0.6687,-0.1921,3.0,0.9001,0.1946,5.3988,0.8639,-0.2683,16.1853,0.8328,-0.0515,0.0,0.0,10760.46,0.0,-0.3173,10760.1427,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10000.1427
68,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.106,12.8269,0.6374,0.1832,5.8635,0.9234,-0.2672,5.9588,0.8999,-0.299,18.7359,0.9211,-0.1146,0.0,0.0,12200.28,0.0,-0.4976,12199.7824,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11439.7824
69,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.826,11.4242,0.6211,-0.0101,16.721,0.9279,-0.0778,13.5011,0.9701,0.0872,7.8571,0.9212,0.0164,0.0,0.0,10193.88,0.0,0.0157,10193.8957,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9433.8957
70,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.381,9.6897,0.7061,0.0568,20.0544,0.9066,0.2786,5.0943,0.9308,0.1009,6.5226,0.9316,-0.2201,0.0,0.0,7364.78,0.0,0.2162,7364.9962,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6604.9962
71,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8259,7.8177,0.6671,0.2415,12.3916,0.8991,-0.3458,12.2331,0.9396,-0.3151,11.887,0.8794,0.0587,0.0,0.0,8293.842,0.0,-0.3607,8293.4813,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7533.4813
72,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1214,8.3211,0.6807,-0.0817,7.5303,0.8959,0.1705,3.0,0.9466,-0.1428,11.1353,0.8515,0.1492,0.0,0.0,9546.132,0.0,0.0952,9546.2272,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8786.2272
73,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8409,4.8033,0.6544,0.0234,8.5074,0.9252,-0.3109,8.0964,0.9092,-0.089,14.4869,0.8601,-0.7354,0.0,0.0,5639.542,0.0,-1.1119,5638.4301,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4878.4301
74,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7727,7.3669,0.6799,-0.1814,3.0,0.9426,-0.0423,3.0,0.8518,0.0506,10.098,0.8476,-0.1987,0.0,0.0,7893.626,0.0,-0.3718,7893.2542,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7133.2542
75,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.6685,0.6896,-0.2729,3.1932,0.9641,0.0131,3.0,0.854,0.2288,7.3585,0.8608,-0.1408,0.0,0.0,1900.0,0.0,-0.1718,1899.8282,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,1139.8282
76,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.472,7.3632,0.7474,0.0303,3.0,0.9252,-0.1694,8.6109,0.9098,-0.1689,3.0,0.8925,0.2845,0.0,0.0,5499.36,0.0,-0.0235,5499.3365,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4739.3365
77,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4575,7.786,0.7221,0.0519,10.7674,0.9156,0.1959,10.4124,0.8943,-0.2257,4.3575,0.8909,0.046,0.0,0.0,3973.85,0.0,0.0681,3973.9181,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,3213.9181
78,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8686,9.6655,0.7314,0.2308,9.0382,0.9466,0.0386,6.8371,0.9113,0.1016,9.4767,0.9465,-0.4703,0.0,0.0,3370.068,0.0,-0.0993,3369.9687,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,2609.9687
79,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.822,3.4038,0.7593,-0.1908,8.9865,0.9338,0.1554,8.4784,0.9413,-0.3211,4.2031,0.8935,0.352,0.0,0.0,4492.36,0.0,-0.0045,4492.3555,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,3732.3555
80,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.9169,0.7338,-0.2625,8.2812,0.9614,-0.1659,4.2034,0.8648,0.0691,7.5805,0.8897,-0.0345,0.0,0.0,1900.0,0.0,-0.3938,1899.6062,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,1139.6062
81,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9263,10.2537,0.7333,0.4444,4.4429,0.9366,0.3257,4.8982,0.8289,-0.1273,3.0754,0.885,0.0921,0.0,0.0,5291.994,0.0,0.7349,5292.7289,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4532.7289
82,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2227,14.0878,0.6758,0.0328,7.672,0.9643,0.1941,6.5014,0.8715,0.975,7.1837,0.8948,0.3375,0.0,0.0,7304.626,0.0,1.5394,7306.1654,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6546.1654
83,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4154,6.0572,0.696,-0.3443,6.3981,0.9303,-0.0467,13.0209,0.8222,-0.0673,17.6209,0.8992,-0.3189,0.0,0.0,10417.852,0.0,-0.7772,10417.0748,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9657.0748
84,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0234,6.4389,0.703,-0.0139,8.169,0.87,-0.2989,6.694,0.7936,-0.0304,5.5375,0.8696,0.1331,0.0,0.0,7608.892,0.0,-0.2101,7608.6819,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6848.6819
85,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9847,4.8269,0.677,-0.1642,7.7704,0.8912,0.3415,6.9184,0.8385,-0.0316,7.3123,0.841,-0.2485,0.0,0.0,7974.186,0.0,-0.1028,7974.0832,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7214.0832
86,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5902,3.3677,0.6409,0.0896,10.575,0.893,-0.2463,3.6887,0.8465,0.3685,14.7322,0.8329,0.1096,0.0,0.0,9344.276,0.0,0.3214,9344.5974,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8584.5974
87,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2658,10.0128,0.6449,-0.1043,5.5442,0.83,0.1069,16.0601,0.8835,0.1961,6.0112,0.821,-0.1232,0.0,0.0,12641.004,0.0,0.0755,12641.0795,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11881.0795
88,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3322,10.6188,0.6175,0.3092,10.3167,0.8375,0.0214,12.3775,0.8834,0.094,15.4507,0.8576,0.2193,0.0,0.0,11906.236,0.0,0.6439,11906.8799,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11146.8799
89,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3811,7.989,0.6391,-0.325,9.463,0.8793,-0.0207,14.2516,0.8648,0.125,14.4966,0.8638,-0.1839,0.0,0.0,10404.818,0.0,-0.4046,10404.4134,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9644.4134
90,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2561,8.4992,0.6733,0.3196,11.306,0.8766,-0.2831,8.9767,0.8643,-0.3885,16.8807,0.8561,-0.2974,0.0,0.0,12257.318,0.0,-0.6494,12256.6686,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11496.6686
91,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1769,8.6399,0.6208,0.1858,5.5807,0.9202,-0.2442,15.5309,0.8982,0.0542,13.0892,0.9231,0.1518,0.0,0.0,11087.222,0.0,0.1476,11087.3696,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10327.3696
