HourOfYear,Electrolyzer_Capacity_MW,pTurbine_MW,qSteam_Turbine_MWth,pElectrolyzer_MW,pElectrolyzerSetpoint_MW,mHydrogenProduced_kg_hr,qSteam_Electrolyzer_MWth,pIES_MW,H2_Storage_Level_kg,H2_to_Market_kg_hr,H2_from_Storage_kg_hr,H2_net_to_Storage_kg_hr,"Electrolyzer_Status (0=off, 1=on)","Electrolyzer_Startup (0=no, 1=yes)","Electrolyzer_Shutdown (0=no, 1=yes)",DegradationState_Units,pElectrolyzerRampPos_MW,pElectrolyzerRampNeg_MW,qSteamElectrolyzerRampPos_MWth,qSteamElectrolyzerRampNeg_MWth,RegUp_Turbine_MW,RegDown_Turbine_MW,SR_Turbine_MW,NSR_Turbine_MW,RegUp_Electrolyzer_MW,RegDown_Electrolyzer_MW,SR_Electrolyzer_MW,NSR_Electrolyzer_MW,Total_RegUp_MW,Total_RegDown_MW,Total_SR_MW,Total_NSR_MW,EnergyPrice_LMP_USDperMWh,p_RegU_CAISO,deploy_factor_RegU_CAISO,loc_RegU_CAISO,mileage_factor_RegU_CAISO,p_RegD_CAISO,deploy_factor_RegD_CAISO,loc_RegD_CAISO,mileage_factor_RegD_CAISO,p_Spin_CAISO,deploy_factor_Spin_CAISO,loc_Spin_CAISO,p_NSpin_CAISO,deploy_factor_NSpin_CAISO,loc_NSpin_CAISO,p_RMU_CAISO,deploy_factor_RMU_CAISO,loc_RMU_CAISO,p_RMD_CAISO,deploy_factor_RMD_CAISO,loc_RMD_CAISO,Deployed_Up_Reserves_MW,Deployed_Down_Reserves_MW,Revenue_Energy_USD,Revenue_Hydrogen_USD,Revenue_Ancillary_USD,Revenue_Total_USD,Cost_VOM_Turbine_USD,Cost_VOM_Electrolyzer_USD,Cost_Water_USD,Cost_Ramping_USD,Cost_Storage_Cycle_USD,Cost_Startup_USD,Cost_HourlyOpex_Total_USD,Profit_Hourly_USD
44,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5727,7.8374,0.6575,-0.1032,1.0201,5.749,0.5037,-0.0611,1.0032,11.9337,0.848,0.0633,9.6571,0.8992,-0.0676,2.1913,0.7058,-0.0965,1.1509,0.7737,-0.094,0.0,0.0,9717.626,0.0,-0.1686,9717.4574,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8957.4574
45,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6149,6.8437,0.5498,-0.1537,1.0091,6.1832,0.6021,0.2223,1.0191,3.0,0.9,-0.0243,11.593,0.8925,0.1504,1.9507,0.6998,-0.071,3.5199,0.785,-0.2052,0.0,0.0,6693.662,0.0,0.1947,6693.8567,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5933.8567
46,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9968,5.8663,0.6105,-0.2919,1.0098,8.6922,0.4582,0.4214,1.0132,10.3241,0.8981,-0.2404,15.5206,0.8999,-0.2691,2.6617,0.6944,0.0752,2.0597,0.7966,0.2318,0.0,0.0,7218.784,0.0,-0.38,7218.404,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6458.404
47,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.705,6.3736,0.473,0.1002,0.9966,6.7321,0.7162,0.2899,1.0226,7.3814,0.9159,0.284,15.3879,0.8962,-0.1491,1.2794,0.7126,-0.0686,1.0122,0.7333,0.0112,0.0,0.0,6727.9,0.0,0.525,6728.425,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5968.425
48,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7059,6.4207,0.7638,-0.0858,0.9939,4.8824,0.5047,0.0387,1.014,7.1944,0.9786,-0.2837,15.0245,0.8816,-0.4872,1.9079,0.72,0.1697,2.5938,0.7364,-0.0473,0.0,0.0,8628.242,0.0,-0.818,8627.424,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7867.424
49,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.727,7.8829,0.5259,-0.0678,0.9796,9.2765,0.5183,0.3208,1.0153,20.1691,0.9177,-0.2156,6.0215,0.8748,-0.1945,1.6366,0.6897,0.0994,2.4396,0.7326,0.2277,0.0,0.0,6356.26,0.0,-0.1571,6356.1029,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5596.1029
50,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.9907,0.6503,0.3477,0.9858,4.8856,0.6168,0.4468,1.0154,3.0,0.8716,-0.2476,7.3102,0.8948,0.2543,0.8016,0.713,-0.0115,2.0982,0.6808,-0.076,0.0,0.0,1900.0,0.0,0.8012,1900.8012,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,1140.8012
51,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9698,8.2267,0.6646,-0.0803,1.0023,5.033,0.5045,-0.247,1.0139,9.7678,0.8598,-0.238,3.0,0.8715,-0.1553,3.7857,0.6243,0.6153,2.0844,0.6855,0.0546,0.0,0.0,4928.524,0.0,-0.7206,4927.8034,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4167.8034
52,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4254,4.4935,0.7759,0.1134,1.0022,3.9828,0.63,0.2769,1.003,3.0,0.8344,0.2805,8.4392,0.8842,0.0343,3.8251,0.622,0.0482,1.8231,0.7256,0.3478,0.0,0.0,3201.652,0.0,0.7051,3202.3571,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,2442.3571
53,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6258,7.9341,0.6247,-0.2708,0.9887,6.8555,0.7428,-0.1878,1.0079,8.9137,0.8647,0.4107,8.8041,0.8978,-0.3857,2.5704,0.6322,0.2725,2.8603,0.6918,-0.0338,0.0,0.0,2517.804,0.0,-0.4336,2517.3704,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,1757.3704
54,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.41,5.1764,0.5536,0.0639,0.9877,6.2374,0.7526,-0.0499,1.0087,3.0,0.8463,0.0465,3.0,0.8732,-0.3587,3.0192,0.6587,-0.6002,1.0111,0.6337,0.0123,0.0,0.0,5095.8,0.0,-0.2982,5095.5018,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4335.5018
55,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.506,9.2931,0.5913,-0.0256,0.9918,5.7726,0.6819,0.1065,1.0037,5.3785,0.8664,-0.2953,11.2563,0.8515,-0.526,1.7467,0.6923,-0.3072,2.6855,0.686,-0.3133,0.0,0.0,6272.28,0.0,-0.7404,6271.5396,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5511.5396
56,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.597,5.0938,0.5091,0.0231,0.992,4.2088,0.6314,0.2999,1.0133,6.5089,0.8727,-0.3501,7.6905,0.8889,0.0239,3.6388,0.6581,0.0572,1.9606,0.6927,-0.2669,0.0,0.0,6686.86,0.0,-0.0032,6686.8568,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5926.8568
57,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.816,9.2785,0.732,-0.3062,0.9996,4.9129,0.6573,-0.0553,1.0006,9.1801,0.9255,0.1815,3.0,0.8721,-0.0208,1.895,0.6917,-0.4532,0.5,0.7687,0.3955,0.0,0.0,4110.08,0.0,-0.2008,4109.8792,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,3349.8792
58,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8783,2.0477,0.5785,-0.2824,1.018,8.067,0.4049,-0.2712,0.9911,4.8138,0.906,-0.201,14.5488,0.8906,-0.2193,2.1551,0.6753,0.3406,2.1976,0.7749,0.226,0.0,0.0,6033.754,0.0,-0.9739,6032.7801,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,5272.7801
59,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6693,8.2329,0.7868,-0.0865,1.0142,9.9832,0.4334,-0.4383,0.9852,11.0606,0.8814,-0.432,20.4741,0.8241,-0.0437,1.6374,0.7042,-0.0811,2.9327,0.767,-0.1125,0.0,0.0,8234.334,0.0,-1.0005,8233.3335,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7473.3335
60,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4793,7.4204,0.54,0.3327,1.0104,11.7822,0.6284,-0.0765,0.978,3.0,0.9075,-0.2563,9.0102,0.8712,-0.1327,1.9727,0.6685,-0.2587,4.1009,0.7376,-0.2437,0.0,0.0,10442.134,0.0,-0.1328,10442.0012,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9682.0012
61,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.618,8.2542,0.8592,-0.3601,1.002,6.4049,0.4511,0.3549,0.977,8.588,0.9411,0.091,3.0,0.8639,-0.3992,1.6682,0.7111,0.1318,1.6001,0.7473,0.3083,0.0,0.0,8594.84,0.0,-0.3134,8594.5266,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7834.5266
62,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1571,5.3656,0.5376,0.4201,1.011,4.5338,0.4649,-0.1294,0.9842,7.789,0.9737,-0.5454,6.1051,0.8712,-0.2053,1.5611,0.7468,-0.118,3.0225,0.7225,-0.0141,0.0,0.0,9939.698,0.0,-0.46,9939.238,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9179.238
63,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1434,7.8877,0.5404,-0.1766,1.0264,10.0933,0.5507,0.2805,0.9797,11.2555,0.9697,-0.0296,3.0,0.9218,-0.4615,2.1368,0.7591,0.2193,3.0657,0.7245,0.1446,0.0,0.0,8794.492,0.0,-0.3872,8794.1048,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8034.1048
64,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6935,5.226,0.5467,0.0208,1.0198,8.9902,0.6972,-0.1943,0.9891,15.9604,0.9766,0.5345,13.9897,0.905,0.0059,2.2754,0.7732,-0.0857,2.3086,0.7242,-0.0575,0.0,0.0,9003.53,0.0,0.3669,9003.8969,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8243.8969
65,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0784,9.3973,0.5431,0.2507,1.0185,6.0483,0.4552,0.0231,1.003,9.7232,0.9659,0.0645,9.2906,0.8662,-0.175,2.0021,0.7276,0.1816,1.274,0.686,-0.5352,0.0,0.0,12949.792,0.0,0.1633,12949.9553,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,12189.9553
66,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4568,9.4751,0.6477,-0.0889,1.0167,12.5954,0.756,0.0716,1.018,12.7877,0.9514,0.0507,7.4634,0.8923,-0.3359,1.8275,0.6865,-0.3254,5.3463,0.7257,0.2493,0.0,0.0,13853.584,0.0,-0.3025,13853.2815,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,13093.2815
67,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.317,10.2373,0.5211,-0.0609,1.0066,2.0,0.5064,0.1946,0.9995,4.7634,0.9775,-0.4154,8.723,0.9411,-0.0043,2.3255,0.6774,-0.0083,2.2507,0.6967,0.0657,0.0,0.0,10760.46,0.0,-0.286,10760.174,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,10000.174
68,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.106,10.0133,0.491,0.3616,1.0121,6.8705,0.5074,-0.2672,1.007,4.8684,1.0,0.2247,8.2938,0.9617,0.6045,2.8558,0.6941,-0.3895,2.3438,0.6856,0.066,0.0,0.0,12200.28,0.0,0.9236,12201.2036,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,11441.2036
69,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.826,14.6588,0.5141,0.2742,1.0095,13.8883,0.6976,-0.0778,1.0093,10.9484,0.9666,0.6138,9.6636,0.9344,0.0536,0.8466,0.6616,0.1895,3.284,0.6862,-0.2908,0.0,0.0,10193.88,0.0,0.8638,10194.7438,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9434.7438
70,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.381,6.3773,0.8105,0.1752,1.0099,16.2339,0.5384,0.2786,1.0034,9.6477,0.9388,-0.1682,4.013,0.9558,0.144,0.5,0.7063,-0.0107,1.7774,0.6616,-0.4761,0.0,0.0,7364.78,0.0,0.4296,7365.2096,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6605.2096
71,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8259,7.876,0.4953,-0.0365,1.0168,10.9966,0.6878,-0.3458,1.001,3.0,0.9504,0.1538,9.4063,0.9335,-0.3774,1.967,0.6929,-0.3859,2.7402,0.6708,0.1611,0.0,0.0,8293.842,0.0,-0.6059,8293.2361,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7533.2361
72,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1214,18.3211,0.6254,-0.0191,1.0108,7.7727,0.4581,0.1705,0.9997,6.4522,0.9494,0.1605,11.711,0.9304,-0.2958,2.2948,0.7106,-0.2495,2.2224,0.6453,0.1257,0.0,0.0,9546.132,0.0,0.0161,9546.1481,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8786.1481
73,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8409,6.5555,0.5132,-0.2681,1.0097,8.3008,0.6317,-0.3109,1.0087,5.4378,0.9853,-0.2104,3.0,0.9608,-0.0461,3.6158,0.7779,-0.7552,0.5,0.6812,-0.1482,0.0,0.0,5639.542,0.0,-0.8355,5638.7065,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4878.7065
74,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7727,10.9756,0.6469,-0.071,1.0013,2.0204,0.4386,-0.0423,1.015,9.049,0.9735,-0.4799,4.6456,0.9279,-0.2088,0.5,0.7808,0.1912,0.7283,0.7039,-0.2199,0.0,0.0,7893.626,0.0,-0.802,7892.824,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7132.824
75,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.4796,0.6104,0.0168,0.9912,4.4279,0.4579,0.0131,1.0229,8.7521,0.9689,-0.1009,3.0,0.8888,-0.0156,1.0029,0.7719,-0.205,0.5,0.7545,-0.0266,0.0,0.0,1900.0,0.0,-0.0866,1899.9134,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,1139.9134
76,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.472,14.1751,0.7616,-0.0084,0.9939,2.3217,0.6478,-0.1694,1.0122,3.9957,0.9039,0.3735,11.7766,0.8567,0.1794,0.9578,0.7552,0.4854,1.4307,0.7927,-0.3463,0.0,0.0,5499.36,0.0,0.3751,5499.7351,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4739.7351
77,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4575,2.2767,0.5541,0.074,0.9969,9.9013,0.7091,0.1959,1.0092,3.0,0.891,-0.1118,6.8667,0.9431,-0.0329,1.2822,0.7803,-0.0974,2.8521,0.8124,0.0606,0.0,0.0,3973.85,0.0,0.1252,3973.9752,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,3213.9752
78,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8686,2.0,0.6464,0.2779,1.0058,8.6747,0.6372,0.0386,1.0189,7.4721,0.9189,0.135,3.0,0.9627,0.4642,2.0108,0.7575,0.0855,0.8662,0.8321,0.0982,0.0,0.0,3370.068,0.0,0.9157,3370.9837,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,2610.9837
79,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.822,3.4197,0.703,-0.3778,0.9978,8.6301,0.66,0.1554,1.0156,3.0,0.8989,0.2905,12.3294,0.8685,-0.3474,2.2856,0.6852,-0.0634,2.5266,0.8464,-0.2437,0.0,0.0,4492.36,0.0,-0.2793,4492.0807,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,3732.0807
80,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.2683,0.5567,-0.1583,0.9887,8.1509,0.5948,-0.1659,1.0246,6.1337,0.9172,-0.5659,4.4337,0.9188,-0.05,0.5,0.6512,0.5418,1.2383,0.8748,-0.0766,0.0,0.0,1900.0,0.0,-0.9401,1899.0599,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,1139.0599
81,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9263,4.0787,0.6254,0.2861,1.0069,5.4466,0.5658,0.3257,1.0178,4.6069,0.8875,-0.4023,8.3623,0.9029,-0.0667,1.6262,0.6404,0.3959,1.0462,0.8174,0.1189,0.0,0.0,5291.994,0.0,0.1428,5292.1368,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,4532.1368
82,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2227,2.0,0.4526,0.6166,1.0068,7.7654,0.5846,0.1941,1.0267,24.9437,0.8868,0.1953,13.7627,0.8822,0.0484,2.7603,0.6742,0.124,1.5018,0.7838,0.0305,0.0,0.0,7304.626,0.0,1.0544,7305.6804,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6545.6804
83,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4154,6.3392,0.6401,-0.2684,0.9931,7.0775,0.6892,-0.0467,1.0169,8.2579,0.9417,-0.503,3.6817,0.8611,0.0257,1.235,0.6569,0.3223,3.1679,0.75,-0.0593,0.0,0.0,10417.852,0.0,-0.7924,10417.0596,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,9657.0596
84,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0234,9.1093,0.6144,-0.1563,0.9938,8.1155,0.5687,-0.2989,0.9974,7.469,0.9138,-0.4445,10.348,0.8073,-0.2616,1.1627,0.6582,-0.0544,0.971,0.7207,-0.4133,0.0,0.0,7608.892,0.0,-1.1613,7607.7307,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,6847.7307
85,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9847,5.4369,0.5183,-0.3272,0.989,7.8582,0.5721,0.3415,1.0019,7.6384,0.9041,0.1269,3.8039,0.846,-0.3259,0.879,0.6877,0.2501,1.8773,0.7146,-0.2126,0.0,0.0,7974.186,0.0,-0.1847,7974.0013,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,7214.0013
86,50.0,380.0,1000.0,0.0,0.0,0.0,0.0,380.0,1000.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5902,12.1158,0.4737,-0.5091,0.9942,9.7952,0.4842,-0.2463,1.0013,15.5383,0.9399,-0.084,10.8868,0.8826,-0.2187,0.6466,0.7224,-0.3761,4.1634,0.7147,0.7067,0.0,0.0,9344.276,0.0,-1.0581,9343.2179,760.0,0.0,0.0,0.0,0.0,-0.0,760.0,8583.2179
