Time,Rse,Reg,Syn,TMR
2024-03-01 22:00:00,12.91,37.06,12.91,0.0
2024-03-01 23:00:00,0.04,29.74,0.04,0.0
2024-03-02 00:00:00,0.04,28.64,0.04,0.0
2024-03-02 01:00:00,6.36,24.99,6.36,0.0
2024-03-02 02:00:00,0.0,24.07,0.04,0.0
2024-03-02 03:00:00,0.0,24.72,0.02,0.0
2024-03-02 04:00:00,0.0,22.79,0.01,0.0
2024-03-02 05:00:00,0.0,40.12,0.02,0.0
2024-03-02 06:00:00,0.0,43.89,0.02,0.0
2024-03-02 07:00:00,0.0,49.34,0.01,0.0
2024-03-02 08:00:00,0.02,3.56,0.02,0.0
2024-03-02 09:00:00,6.29,14.28,6.29,0.0
2024-03-02 10:00:00,0.04,15.12,0.04,0.0
2024-03-02 11:00:00,1.83,11.58,1.83,0.0
2024-03-02 12:00:00,0.0,14.41,0.01,0.0
2024-03-02 13:00:00,0.0,20.07,0.01,0.0
2024-03-02 14:00:00,0.0,24.19,0.01,0.0
2024-03-02 15:00:00,0.0,12.88,0.0,0.0
2024-03-02 16:00:00,0.02,0.0,0.02,0.0
2024-03-02 17:00:00,0.04,58.16,0.04,0.0
2024-03-02 18:00:00,0.02,22.17,0.02,0.0
2024-03-02 19:00:00,0.0,35.12,0.01,0.0
2024-03-02 20:00:00,0.04,91.4,0.04,0.0
2024-03-02 21:00:00,0.04,18.2,0.04,0.0
2024-03-02 22:00:00,0.04,25.08,0.04,0.0
2024-03-02 23:00:00,0.04,29.17,0.04,0.0
2024-03-03 00:00:00,0.01,11.85,0.01,0.0
2024-03-03 01:00:00,0.0,16.6,0.02,0.0
2024-03-03 02:00:00,0.0,10.54,0.01,0.0
2024-03-03 03:00:00,0.0,3.09,0.01,0.0
2024-03-03 04:00:00,0.0,4.06,0.01,0.0
2024-03-03 05:00:00,0.0,20.06,0.01,0.0
2024-03-03 06:00:00,0.01,22.95,0.01,0.0
2024-03-03 07:00:00,0.01,17.48,0.01,0.0
2024-03-03 08:00:00,0.01,7.56,0.01,0.0
2024-03-03 09:00:00,0.01,8.56,0.01,0.0
2024-03-03 10:00:00,0.0,7.54,0.0,0.0
2024-03-03 11:00:00,0.01,3.71,0.01,0.0
2024-03-03 12:00:00,0.01,3.32,0.01,0.0
2024-03-03 13:00:00,0.02,3.47,0.02,0.0
2024-03-03 14:00:00,0.01,3.79,0.01,0.0
2024-03-03 15:00:00,0.01,3.38,0.01,0.0
2024-03-03 16:00:00,0.0,10.95,0.0,0.0
2024-03-03 17:00:00,0.01,28.45,0.01,0.0
2024-03-03 18:00:00,0.0,11.9,0.0,0.0
2024-03-03 19:00:00,0.0,32.66,4.34,0.0
2024-03-03 20:00:00,0.0,19.93,0.0,0.0
2024-03-03 21:00:00,0.0,21.71,0.04,0.0
2024-03-03 22:00:00,0.0,15.68,0.01,0.0
2024-03-03 23:00:00,0.0,18.2,0.01,0.0
2024-03-04 00:00:00,0.04,3.09,0.04,0.0
2024-03-04 01:00:00,0.04,3.03,0.04,0.0
2024-03-04 02:00:00,0.04,8.16,0.04,0.0
2024-03-04 03:00:00,0.04,3.48,0.04,0.0
2024-03-04 04:00:00,0.04,7.14,0.04,0.0
2024-03-04 05:00:00,0.0,17.57,0.02,0.0
2024-03-04 06:00:00,0.04,14.28,0.04,0.0
2024-03-04 07:00:00,5.77,24.45,5.77,0.0
2024-03-04 08:00:00,2.77,7.02,2.77,0.0
2024-03-04 09:00:00,0.03,18.12,0.03,0.0
2024-03-04 10:00:00,0.02,12.91,0.02,0.0
2024-03-04 11:00:00,0.04,21.89,0.04,0.0
2024-03-04 12:00:00,0.0,68.79,0.0,0.0
2024-03-04 13:00:00,0.04,2.71,0.04,0.0
2024-03-04 14:00:00,0.04,12.08,0.04,0.0
2024-03-04 15:00:00,0.01,4.44,0.01,0.0
2024-03-04 16:00:00,0.02,2.84,0.02,0.0
2024-03-04 17:00:00,0.04,19.33,0.04,0.0
2024-03-04 18:00:00,3.8,23.2,3.8,0.0
2024-03-04 19:00:00,6.38,30.11,6.38,0.0
2024-03-04 20:00:00,4.73,27.98,4.73,0.0
2024-03-04 21:00:00,0.04,25.73,0.04,0.0
2024-03-04 22:00:00,0.0,20.06,0.0,0.0
2024-03-04 23:00:00,0.02,20.72,0.02,0.0
2024-03-05 00:00:00,0.01,11.46,0.01,0.0
2024-03-05 01:00:00,0.04,1.01,0.04,0.0
2024-03-05 02:00:00,0.02,6.44,0.02,0.0
2024-03-05 03:00:00,0.02,1.54,0.02,0.0
2024-03-05 04:00:00,0.02,2.46,0.02,0.0
2024-03-05 05:00:00,0.04,9.91,0.04,0.0
2024-03-05 06:00:00,0.01,11.91,0.01,0.0
2024-03-05 07:00:00,0.04,18.66,0.04,0.0
2024-03-05 08:00:00,112.36,168.12,112.36,0.0
2024-03-05 09:00:00,2.4,57.32,2.4,0.0
2024-03-05 10:00:00,0.02,27.92,0.02,0.0
2024-03-05 11:00:00,0.0,18.41,0.04,0.0
2024-03-05 12:00:00,0.0,14.91,0.04,0.0
2024-03-05 13:00:00,0.04,23.4,0.04,0.0
2024-03-05 14:00:00,0.02,15.3,0.02,0.0
2024-03-05 15:00:00,3.53,29.47,3.53,0.0
2024-03-05 16:00:00,0.04,10.02,0.04,0.0
2024-03-05 17:00:00,0.02,17.12,0.02,0.0
2024-03-05 18:00:00,7.53,35.89,7.53,0.0
2024-03-05 19:00:00,25.17,45.71,25.17,0.0
2024-03-05 20:00:00,7.36,23.52,7.36,0.0
2024-03-05 21:00:00,0.04,26.94,0.04,0.0
2024-03-05 22:00:00,0.0,28.88,0.04,0.0
2024-03-05 23:00:00,0.25,32.35,0.25,0.0
2024-03-06 00:00:00,0.04,179.43,0.04,0.0
2024-03-06 01:00:00,0.04,16.05,0.04,0.0
2024-03-06 02:00:00,0.04,41.95,0.04,0.0
2024-03-06 03:00:00,0.04,34.06,0.04,0.0
2024-03-06 04:00:00,0.04,6.11,0.04,0.0
2024-03-06 05:00:00,0.04,15.03,0.04,0.0
2024-03-06 06:00:00,0.04,15.33,0.04,0.0
2024-03-06 07:00:00,0.04,41.79,0.04,0.0
2024-03-06 08:00:00,0.04,13.55,0.04,0.0
2024-03-06 09:00:00,0.04,0.01,0.04,0.0
2024-03-06 10:00:00,2.32,66.99,2.32,0.0
2024-03-06 11:00:00,0.04,3.15,0.04,0.0
2024-03-06 12:00:00,0.04,19.43,0.04,0.0
2024-03-06 13:00:00,29.23,56.41,29.23,0.0
2024-03-06 14:00:00,3.15,22.03,3.15,0.0
2024-03-06 15:00:00,0.04,27.52,0.04,0.0
2024-03-06 16:00:00,0.04,22.81,0.04,0.0
2024-03-06 17:00:00,0.02,20.81,0.02,0.0
2024-03-06 18:00:00,0.04,19.25,0.04,0.0
2024-03-06 19:00:00,13.9,16.96,13.9,0.0
2024-03-06 20:00:00,3.14,29.63,3.14,0.0
2024-03-06 21:00:00,0.04,12.77,0.04,0.0
2024-03-06 22:00:00,0.04,27.41,0.04,0.0
2024-03-06 23:00:00,0.41,29.15,0.41,0.0
2024-03-07 00:00:00,0.04,8.63,0.04,0.0
2024-03-07 01:00:00,0.04,13.89,0.04,0.0
2024-03-07 02:00:00,0.04,8.09,0.04,0.0
2024-03-07 03:00:00,0.04,8.57,0.04,0.0
2024-03-07 04:00:00,0.04,5.49,0.04,0.0
2024-03-07 05:00:00,0.04,12.03,0.04,0.0
2024-03-07 06:00:00,0.04,22.66,0.04,0.0
2024-03-07 07:00:00,11.76,23.36,11.76,0.0
2024-03-07 08:00:00,0.04,10.85,0.04,0.0
2024-03-07 09:00:00,0.73,3.96,0.73,0.0
2024-03-07 10:00:00,1.62,18.33,1.62,0.0
2024-03-07 11:00:00,0.04,6.53,0.04,0.0
2024-03-07 12:00:00,10.02,15.26,10.02,0.0
2024-03-07 13:00:00,0.01,15.49,0.01,0.0
2024-03-07 14:00:00,0.04,13.78,0.04,0.0
2024-03-07 15:00:00,0.04,6.64,0.04,0.0
2024-03-07 16:00:00,0.04,5.04,0.04,0.0
2024-03-07 17:00:00,0.04,6.68,0.04,0.0
2024-03-07 18:00:00,7.65,31.46,7.65,0.0
2024-03-07 19:00:00,5.29,14.05,5.29,0.0
2024-03-07 20:00:00,9.53,20.43,9.53,0.0
2024-03-07 21:00:00,1.11,26.94,1.11,0.0
2024-03-07 22:00:00,0.04,37.44,0.04,0.0
2024-03-07 23:00:00,0.04,21.34,0.04,0.0
2024-03-08 00:00:00,0.04,9.88,0.04,0.0
2024-03-08 01:00:00,0.04,5.63,0.04,0.0
2024-03-08 02:00:00,0.04,33.67,0.04,0.0
2024-03-08 03:00:00,0.04,3.41,0.04,0.0
2024-03-08 04:00:00,0.04,6.78,0.04,0.0
2024-03-08 05:00:00,0.04,7.41,0.04,0.0
2024-03-08 06:00:00,0.04,28.72,0.04,0.0
2024-03-08 07:00:00,33.57,67.3,33.57,0.0
2024-03-08 08:00:00,0.04,18.46,0.04,0.0
2024-03-08 09:00:00,0.04,9.4,0.04,0.0
2024-03-08 10:00:00,0.01,17.28,0.01,0.0
2024-03-08 11:00:00,0.02,10.99,0.02,0.0
2024-03-08 12:00:00,0.02,6.52,0.02,0.0
2024-03-08 13:00:00,0.04,14.39,0.04,0.0
2024-03-08 14:00:00,0.04,8.82,0.04,0.0
2024-03-08 15:00:00,0.04,6.95,0.04,0.0
2024-03-08 16:00:00,0.04,18.19,0.04,0.0
2024-03-08 17:00:00,0.04,14.51,0.04,0.0
2024-03-08 18:00:00,0.04,10.01,0.04,0.0
2024-03-08 19:00:00,0.04,16.84,0.04,0.0
2024-03-08 20:00:00,0.04,16.44,0.04,0.0
2024-03-08 21:00:00,15.91,24.19,15.91,0.0
2024-03-08 22:00:00,0.04,12.97,0.04,0.0
2024-03-08 23:00:00,15.78,14.13,15.78,0.0
2024-03-09 00:00:00,0.04,7.27,0.04,0.0
2024-03-09 01:00:00,15.26,8.56,15.26,0.0
2024-03-09 02:00:00,0.04,10.55,0.04,0.0
2024-03-09 03:00:00,0.04,11.43,0.04,0.0
2024-03-09 04:00:00,0.04,12.77,0.04,0.0
2024-03-09 05:00:00,0.04,17.55,0.04,0.0
2024-03-09 06:00:00,0.04,16.62,0.04,0.0
2024-03-09 07:00:00,0.04,14.58,0.04,0.0
2024-03-09 08:00:00,0.04,10.44,0.04,0.0
2024-03-09 09:00:00,0.04,28.69,0.04,0.0
2024-03-09 10:00:00,21.11,44.92,21.11,0.0
2024-03-09 11:00:00,17.55,0.0,17.55,0.0
2024-03-09 12:00:00,0.04,7.34,0.04,0.0
2024-03-09 13:00:00,0.04,21.11,0.04,0.0
2024-03-09 14:00:00,0.01,12.22,0.01,0.0
2024-03-09 15:00:00,0.04,57.1,0.04,0.0
2024-03-09 16:00:00,0.02,32.87,0.02,0.0
2024-03-09 17:00:00,0.01,24.61,0.01,0.0
2024-03-09 18:00:00,0.04,19.33,0.04,0.0
2024-03-09 19:00:00,16.34,35.53,16.34,0.0
2024-03-09 20:00:00,1.39,20.06,1.39,0.0
2024-03-09 21:00:00,12.99,33.34,12.99,0.0
2024-03-09 22:00:00,3.57,23.6,3.57,0.0
2024-03-09 23:00:00,0.04,18.6,0.04,0.0
2024-03-10 00:00:00,0.04,16.76,0.04,0.0
2024-03-10 01:00:00,0.04,14.29,0.04,0.0
2024-03-10 03:00:00,0.04,8.57,0.04,0.0
2024-03-10 04:00:00,0.04,10.5,0.04,0.0
2024-03-10 05:00:00,3.61,18.91,3.61,0.0
2024-03-10 06:00:00,6.32,18.9,6.32,0.0
2024-03-10 07:00:00,0.04,18.89,0.04,0.0
2024-03-10 08:00:00,0.04,15.27,0.04,0.0
2024-03-10 09:00:00,0.0,16.6,0.0,0.0
2024-03-10 10:00:00,0.04,7.47,0.04,0.0
2024-03-10 11:00:00,2.09,9.6,2.09,0.0
2024-03-10 12:00:00,0.02,6.52,0.02,0.0
2024-03-10 13:00:00,0.04,8.37,0.04,0.0
2024-03-10 14:00:00,0.04,17.03,0.04,0.0
2024-03-10 15:00:00,0.04,5.95,0.04,0.0
2024-03-10 16:00:00,0.04,8.2,0.04,0.0
2024-03-10 17:00:00,0.01,13.91,0.01,0.0
2024-03-10 18:00:00,0.02,23.66,0.02,0.0
2024-03-10 19:00:00,11.95,43.49,11.95,0.0
2024-03-10 20:00:00,38.32,45.78,38.32,0.0
2024-03-10 21:00:00,25.68,49.36,25.68,0.0
2024-03-10 22:00:00,0.04,31.47,0.04,0.0
2024-03-10 23:00:00,5.14,35.88,5.14,0.0
2024-03-11 00:00:00,16.16,41.37,16.16,0.0
2024-03-11 01:00:00,2.05,14.15,2.05,0.0
2024-03-11 02:00:00,0.04,35.85,0.04,0.0
2024-03-11 03:00:00,0.01,20.56,0.01,0.0
2024-03-11 04:00:00,0.02,13.0,0.02,0.0
2024-03-11 05:00:00,0.01,10.68,0.01,0.0
2024-03-11 06:00:00,0.02,55.84,0.02,0.0
2024-03-11 07:00:00,0.02,32.85,0.02,0.0
2024-03-11 08:00:00,23.94,30.64,23.94,0.0
2024-03-11 09:00:00,0.04,13.55,0.04,0.0
2024-03-11 10:00:00,0.04,26.25,0.04,0.0
2024-03-11 11:00:00,0.04,18.52,0.04,0.0
2024-03-11 12:00:00,0.02,14.91,0.02,0.0
2024-03-11 13:00:00,0.04,13.36,0.04,0.0
2024-03-11 14:00:00,0.04,14.42,0.04,0.0
2024-03-11 15:00:00,0.02,8.67,0.02,0.0
2024-03-11 16:00:00,0.01,7.47,0.01,0.0
2024-03-11 17:00:00,0.01,15.03,0.01,0.0
2024-03-11 18:00:00,0.02,11.01,0.02,0.0
2024-03-11 19:00:00,0.04,57.33,0.04,0.0
2024-03-11 20:00:00,26.55,40.13,26.55,0.0
2024-03-11 21:00:00,0.04,21.61,0.04,0.0
2024-03-11 22:00:00,12.06,27.01,12.06,0.0
2024-03-11 23:00:00,0.01,14.39,0.01,0.0
2024-03-12 00:00:00,13.82,34.06,13.82,0.0
2024-03-12 01:00:00,0.04,36.12,0.04,0.0
2024-03-12 02:00:00,0.02,16.19,0.02,0.0
2024-03-12 03:00:00,0.04,10.15,0.04,0.0
2024-03-12 04:00:00,0.01,29.28,0.01,0.0
2024-03-12 05:00:00,0.04,18.05,0.04,0.0
2024-03-12 06:00:00,0.04,12.01,0.04,0.0
2024-03-12 07:00:00,9.47,142.38,9.47,0.0
2024-03-12 08:00:00,0.04,22.85,0.04,0.0
2024-03-12 09:00:00,0.02,20.08,0.02,0.0
2024-03-12 10:00:00,0.01,24.68,0.01,0.0
2024-03-12 11:00:00,0.0,16.79,0.04,0.0
2024-03-12 12:00:00,0.04,19.57,0.04,0.0
2024-03-12 13:00:00,0.01,13.02,0.01,0.0
2024-03-12 14:00:00,0.04,11.79,0.04,0.0
2024-03-12 15:00:00,0.01,7.82,0.01,0.0
2024-03-12 16:00:00,0.01,9.54,0.01,0.0
2024-03-12 17:00:00,0.01,12.88,0.01,0.0
2024-03-12 18:00:00,0.01,8.99,0.01,0.0
2024-03-12 19:00:00,0.04,16.73,0.04,0.0
2024-03-12 20:00:00,8.84,41.45,8.84,0.0
2024-03-12 21:00:00,0.01,16.05,0.01,0.0
2024-03-12 22:00:00,0.02,7.07,0.02,0.0
2024-03-12 23:00:00,0.02,12.1,0.02,0.0
2024-03-13 00:00:00,0.01,7.29,0.01,0.0
2024-03-13 01:00:00,0.02,9.3,0.02,0.0
2024-03-13 02:00:00,0.04,8.28,0.04,0.0
2024-03-13 03:00:00,0.04,5.2,0.04,0.0
2024-03-13 04:00:00,0.04,3.97,0.04,0.0
2024-03-13 05:00:00,0.04,3.32,0.04,0.0
2024-03-13 06:00:00,0.01,10.34,0.01,0.0
2024-03-13 07:00:00,0.04,12.18,0.04,0.0
2024-03-13 08:00:00,27.73,27.55,27.73,0.0
2024-03-13 09:00:00,0.02,15.56,0.02,0.0
2024-03-13 10:00:00,3.38,62.2,3.38,0.0
2024-03-13 11:00:00,0.02,31.15,0.02,0.0
2024-03-13 12:00:00,0.02,17.62,0.02,0.0
2024-03-13 13:00:00,0.04,15.77,0.04,0.0
2024-03-13 14:00:00,0.04,18.58,0.04,0.0
2024-03-13 15:00:00,0.04,20.38,0.04,0.0
2024-03-13 16:00:00,0.04,12.06,0.04,0.0
2024-03-13 17:00:00,0.02,10.65,0.02,0.0
2024-03-13 18:00:00,0.04,24.23,0.04,0.0
2024-03-13 19:00:00,0.04,58.8,0.04,0.0
2024-03-13 20:00:00,26.71,44.7,26.71,0.0
2024-03-13 21:00:00,0.04,85.78,0.04,0.0
2024-03-13 22:00:00,0.04,19.12,0.04,0.0
2024-03-13 23:00:00,0.04,20.53,0.04,0.0
2024-03-14 00:00:00,0.04,152.24,0.04,0.0
2024-03-14 01:00:00,0.04,20.5,0.04,0.0
2024-03-14 02:00:00,0.04,14.11,0.04,0.0
2024-03-14 03:00:00,0.04,11.94,0.04,0.0
2024-03-14 04:00:00,0.04,6.85,0.04,0.0
2024-03-14 05:00:00,0.04,7.26,0.04,0.0
2024-03-14 06:00:00,0.0,12.91,0.0,0.0
2024-03-14 07:00:00,3.84,51.71,3.84,0.0
2024-03-14 08:00:00,122.25,170.68,122.25,0.0
2024-03-14 09:00:00,0.01,23.12,0.01,0.0
2024-03-14 10:00:00,0.01,9.5,0.01,0.0
2024-03-14 11:00:00,0.04,13.98,0.04,0.0
2024-03-14 12:00:00,0.01,12.35,0.01,0.0
2024-03-14 13:00:00,0.04,14.92,0.04,0.0
2024-03-14 14:00:00,0.02,27.28,0.02,0.0
2024-03-14 15:00:00,0.01,7.65,0.01,0.0
2024-03-14 16:00:00,0.01,9.67,0.01,0.0
2024-03-14 17:00:00,0.03,10.96,0.03,0.0
2024-03-14 18:00:00,0.04,69.2,0.04,0.0
2024-03-14 19:00:00,0.04,11.67,0.04,0.0
2024-03-14 20:00:00,31.95,58.62,31.95,0.0
2024-03-14 21:00:00,0.04,64.49,0.04,0.0
2024-03-14 22:00:00,0.04,22.95,0.04,0.0
2024-03-14 23:00:00,0.04,14.12,0.04,0.0
2024-03-15 00:00:00,0.04,2.76,0.04,0.0
2024-03-15 01:00:00,0.02,6.97,0.02,0.0
2024-03-15 02:00:00,0.04,8.27,0.04,0.0
2024-03-15 03:00:00,0.04,8.43,0.04,0.0
2024-03-15 04:00:00,0.04,6.95,0.04,0.0
2024-03-15 05:00:00,0.04,13.78,0.04,0.0
2024-03-15 06:00:00,0.04,11.62,0.04,0.0
2024-03-15 07:00:00,0.04,14.29,0.04,0.0
2024-03-15 08:00:00,0.04,12.19,0.04,0.0
2024-03-15 09:00:00,7.14,83.98,7.14,0.0
2024-03-15 10:00:00,0.04,16.13,0.04,0.0
2024-03-15 11:00:00,0.04,60.02,0.04,0.0
2024-03-15 12:00:00,1.38,49.79,1.38,0.0
2024-03-15 13:00:00,0.04,9.75,0.04,0.0
2024-03-15 14:00:00,0.04,15.9,0.04,0.0
2024-03-15 15:00:00,8.97,26.73,8.97,0.0
2024-03-15 16:00:00,0.01,18.49,0.01,0.0
2024-03-15 17:00:00,0.01,63.47,0.01,0.0
2024-03-15 18:00:00,0.01,12.92,0.01,0.0
2024-03-15 19:00:00,0.02,13.2,0.02,0.0
2024-03-15 20:00:00,0.04,28.74,0.04,0.0
2024-03-15 21:00:00,2.62,17.95,2.62,0.0
2024-03-15 22:00:00,0.04,24.54,0.04,0.0
2024-03-15 23:00:00,1.35,25.25,1.35,0.0
2024-03-16 00:00:00,0.02,12.11,0.02,0.0
2024-03-16 01:00:00,0.04,23.75,0.04,0.0
2024-03-16 02:00:00,0.01,14.45,0.01,0.0
2024-03-16 03:00:00,0.04,10.24,0.04,0.0
2024-03-16 04:00:00,0.04,14.43,0.04,0.0
2024-03-16 05:00:00,0.04,20.0,0.04,0.0
2024-03-16 06:00:00,0.04,42.58,0.04,0.0
2024-03-16 07:00:00,0.04,28.66,0.04,0.0
2024-03-16 08:00:00,0.02,20.58,0.02,0.0
2024-03-16 09:00:00,0.02,20.68,0.02,0.0
2024-03-16 10:00:00,0.01,20.56,0.01,0.0
2024-03-16 11:00:00,0.04,8.01,0.04,0.0
2024-03-16 12:00:00,0.04,8.04,0.04,0.0
2024-03-16 13:00:00,0.04,9.8,0.04,0.0
2024-03-16 14:00:00,0.04,6.26,0.04,0.0
2024-03-16 15:00:00,0.04,7.56,0.04,0.0
2024-03-16 16:00:00,0.04,8.02,0.04,0.0
2024-03-16 17:00:00,0.04,8.96,0.04,0.0
2024-03-16 18:00:00,0.04,13.6,0.04,0.0
2024-03-16 19:00:00,0.01,8.55,0.01,0.0
2024-03-16 20:00:00,0.04,13.88,0.04,0.0
2024-03-16 21:00:00,0.04,16.93,0.04,0.0
2024-03-16 22:00:00,0.04,11.67,0.04,0.0
2024-03-16 23:00:00,0.04,18.06,0.04,0.0
2024-03-17 00:00:00,0.04,4.16,0.04,0.0
2024-03-17 01:00:00,0.04,7.63,0.04,0.0
2024-03-17 02:00:00,0.04,28.32,0.04,0.0
2024-03-17 03:00:00,0.04,27.19,0.04,0.0
2024-03-17 04:00:00,0.04,6.96,0.04,0.0
2024-03-17 05:00:00,0.04,8.85,0.04,0.0
2024-03-17 06:00:00,2.86,12.02,2.86,0.0
2024-03-17 07:00:00,0.04,16.06,0.04,0.0
2024-03-17 08:00:00,0.04,9.93,0.04,0.0
2024-03-17 09:00:00,0.04,13.54,0.04,0.0
2024-03-17 10:00:00,0.01,20.92,0.01,0.0
2024-03-17 11:00:00,0.04,13.54,0.04,0.0
2024-03-17 12:00:00,0.04,7.42,0.04,0.0
2024-03-17 13:00:00,0.04,6.75,0.04,0.0
2024-03-17 14:00:00,0.02,8.57,0.02,0.0
2024-03-17 15:00:00,0.02,6.45,0.02,0.0
2024-03-17 16:00:00,0.01,0.01,0.01,0.0
2024-03-17 17:00:00,0.04,13.98,0.04,0.0
2024-03-17 18:00:00,0.02,18.5,0.02,0.0
2024-03-17 19:00:00,0.01,16.55,0.01,0.0
2024-03-17 20:00:00,4.94,62.54,4.94,0.0
2024-03-17 21:00:00,0.04,8.41,0.04,0.0
2024-03-17 22:00:00,0.04,19.31,0.04,0.0
2024-03-17 23:00:00,14.67,34.8,14.67,0.0
2024-03-18 00:00:00,0.04,27.07,0.04,0.0
2024-03-18 01:00:00,0.04,35.9,0.04,0.0
2024-03-18 02:00:00,0.01,26.52,0.01,0.0
2024-03-18 03:00:00,0.0,27.43,0.0,0.0
2024-03-18 04:00:00,0.04,7.23,0.04,0.0
2024-03-18 05:00:00,0.02,10.56,0.02,0.0
2024-03-18 06:00:00,0.0,22.98,0.0,0.0
2024-03-18 07:00:00,0.04,18.67,0.04,0.0
2024-03-18 08:00:00,4.68,0.01,4.68,0.0
2024-03-18 09:00:00,3.55,15.37,3.55,0.0
2024-03-18 10:00:00,0.01,18.06,0.01,0.0
2024-03-18 11:00:00,0.04,10.88,0.04,0.0
2024-03-18 12:00:00,0.04,15.3,0.04,0.0
2024-03-18 13:00:00,0.02,13.38,0.02,0.0
2024-03-18 14:00:00,0.04,13.72,0.04,0.0
2024-03-18 15:00:00,9.32,14.22,9.32,0.0
2024-03-18 16:00:00,0.04,10.26,0.04,0.0
2024-03-18 17:00:00,0.04,19.5,0.04,0.0
2024-03-18 18:00:00,0.04,13.65,0.04,0.0
2024-03-18 19:00:00,1.08,22.0,1.08,0.0
2024-03-18 20:00:00,300.0,374.81,300.0,0.0
2024-03-18 21:00:00,7.05,28.07,7.05,0.0
2024-03-18 22:00:00,0.06,14.55,0.06,0.0
2024-03-18 23:00:00,4.74,48.81,4.74,0.0
2024-03-19 00:00:00,7.88,11.08,7.88,0.0
2024-03-19 01:00:00,0.01,0.0,0.01,0.0
2024-03-19 02:00:00,0.62,15.91,0.62,0.0
2024-03-19 03:00:00,0.02,4.46,0.02,0.0
2024-03-19 04:00:00,0.02,0.0,0.02,0.0
2024-03-19 05:00:00,0.01,12.82,0.01,0.0
2024-03-19 06:00:00,0.04,8.25,0.04,0.0
2024-03-19 07:00:00,0.04,19.68,0.04,0.0
2024-03-19 08:00:00,0.04,24.52,0.04,0.0
2024-03-19 09:00:00,6.09,61.74,6.09,0.0
2024-03-19 10:00:00,5.14,24.57,5.14,0.0
2024-03-19 11:00:00,0.0,10.13,0.04,0.0
2024-03-19 12:00:00,0.0,4.71,0.0,0.0
2024-03-19 13:00:00,0.04,6.98,0.04,0.0
2024-03-19 14:00:00,0.01,14.6,0.01,0.0
2024-03-19 15:00:00,0.02,7.33,0.02,0.0
2024-03-19 16:00:00,0.02,11.45,0.02,0.0
2024-03-19 17:00:00,0.04,18.97,0.04,0.0
2024-03-19 18:00:00,0.04,5.25,0.04,0.0
2024-03-19 19:00:00,0.04,41.65,0.04,0.0
2024-03-19 20:00:00,0.35,57.41,0.35,0.0
2024-03-19 21:00:00,31.43,47.62,31.43,0.0
2024-03-19 22:00:00,0.04,16.48,0.04,0.0
2024-03-19 23:00:00,0.04,39.33,0.04,0.0
2024-03-20 00:00:00,0.01,27.88,0.01,0.0
2024-03-20 01:00:00,0.01,36.66,0.01,0.0
2024-03-20 02:00:00,0.01,20.09,0.01,0.0
2024-03-20 03:00:00,0.01,18.89,0.01,0.0
2024-03-20 04:00:00,0.04,0.01,0.04,0.0
2024-03-20 05:00:00,0.04,11.04,0.04,0.0
2024-03-20 06:00:00,0.01,25.11,0.01,0.0
2024-03-20 07:00:00,22.52,77.27,22.52,0.0
2024-03-20 08:00:00,3.4,5.76,3.4,0.0
2024-03-20 09:00:00,0.04,17.13,0.04,0.0
2024-03-20 10:00:00,0.04,6.37,0.04,0.0
2024-03-20 11:00:00,0.04,23.37,0.04,0.0
2024-03-20 12:00:00,0.01,22.07,0.01,0.0
2024-03-20 13:00:00,0.01,11.73,0.01,0.0
2024-03-20 14:00:00,0.04,4.22,0.04,0.0
2024-03-20 15:00:00,0.02,12.07,0.02,0.0
2024-03-20 16:00:00,0.03,6.3,0.03,0.0
2024-03-20 17:00:00,0.02,12.28,0.02,0.0
2024-03-20 18:00:00,0.04,18.6,0.04,0.0
2024-03-20 19:00:00,0.01,18.39,0.01,0.0
2024-03-20 20:00:00,6.04,20.74,6.04,0.0
2024-03-20 21:00:00,30.11,45.96,30.11,0.0
2024-03-20 22:00:00,6.41,23.11,6.41,0.0
2024-03-20 23:00:00,2.01,27.44,2.01,0.0
2024-03-21 00:00:00,0.04,15.71,0.04,0.0
2024-03-21 01:00:00,0.04,23.62,0.04,0.0
2024-03-21 02:00:00,0.01,4.36,0.01,0.0
2024-03-21 03:00:00,0.02,7.18,0.02,0.0
2024-03-21 04:00:00,0.04,9.35,0.04,0.0
2024-03-21 05:00:00,0.0,15.15,0.0,0.0
2024-03-21 06:00:00,0.0,13.54,0.0,0.0
2024-03-21 07:00:00,15.99,51.6,15.99,0.0
2024-03-21 08:00:00,8.87,24.74,8.87,0.0
2024-03-21 09:00:00,0.04,7.07,0.04,0.0
2024-03-21 10:00:00,0.04,0.83,0.04,0.0
2024-03-21 11:00:00,0.04,7.76,0.04,0.0
2024-03-21 12:00:00,0.01,16.9,0.01,0.0
2024-03-21 13:00:00,0.02,12.0,0.02,0.0
2024-03-21 14:00:00,0.02,7.52,0.02,0.0
2024-03-21 15:00:00,0.01,14.56,0.01,0.0
2024-03-21 16:00:00,0.02,1.29,0.02,0.0
2024-03-21 17:00:00,0.01,10.62,0.01,0.0
2024-03-21 18:00:00,0.02,15.25,0.02,0.0
2024-03-21 19:00:00,0.01,9.05,0.01,0.0
2024-03-21 20:00:00,3.14,13.94,3.14,0.0
2024-03-21 21:00:00,0.04,9.16,0.04,0.0
2024-03-21 22:00:00,0.29,2.4,0.29,0.0
2024-03-21 23:00:00,0.0,14.35,0.04,0.0
2024-03-22 00:00:00,0.95,20.98,0.95,0.0
