Electrolyzer_Capacity_MW,Battery_Capacity_MWh,Battery_Power_MW,H2_Storage_Capacity_kg,H2_Constant_Sales_Rate_kg_hr,pIES_MW,pTurbine_MW,qSteam_Turbine_MWth,pElectrolyzer_MW,pElectrolyzerSetpoint_MW,mHydrogenProduced_kg_hr,qSteam_Electrolyzer_MWth,pAuxiliary_MW,H2_Storage_Level_kg,H2_from_Storage_kg_hr,H2_to_Storage_Input_kg_hr,"Electrolyzer_Status(0=off,1=on)","Electrolyzer_Startup(0=no,1=yes)","Electrolyzer_Shutdown(0=no,1=yes)",DegradationState_Units,pElectrolyzerRampPos_MW,pElectrolyzerRampNeg_MW,qSteamElectrolyzerRampPos_MWth,qSteamElectrolyzerRampNeg_MWth,Battery_SOC_MWh,Battery_Charge_MW,Battery_Discharge_MW,Battery_Charge_Binary,Battery_Discharge_Binary,pGridPurchase_MW,pGridSale_MW,NSR_Electrolyzer_Bid_MW,SR_Electrolyzer_Bid_MW,ThirtyMin_Electrolyzer_Bid_MW,NSR_Battery_Bid_MW,SR_Battery_Bid_MW,ThirtyMin_Battery_Bid_MW,NSR_Turbine_Bid_MW,SR_Turbine_Bid_MW,ThirtyMin_Turbine_Bid_MW,Total_NSR_Bid_MW,Total_SR_Bid_MW,Total_ThirtyMin_Bid_MW,NSR_Electrolyzer_Deployed_MW,SR_Electrolyzer_Deployed_MW,ThirtyMin_Electrolyzer_Deployed_MW,NSR_Battery_Deployed_MW,SR_Battery_Deployed_MW,ThirtyMin_Battery_Deployed_MW,NSR_Turbine_Deployed_MW,SR_Turbine_Deployed_MW,ThirtyMin_Turbine_Deployed_MW,EnergyPrice_LMP_USDperMWh,p_Spin10_ISONE,loc_Spin10_ISONE,winning_rate_Spin10_ISONE,deploy_factor_Spin10_ISONE,p_NSpin10_ISONE,loc_NSpin10_ISONE,winning_rate_NSpin10_ISONE,deploy_factor_NSpin10_ISONE,p_OR30_ISONE,loc_OR30_ISONE,winning_rate_OR30_ISONE,deploy_factor_OR30_ISONE,Revenue_Energy_USD,Revenue_Hydrogen_Sales_USD,Revenue_Hydrogen_Subsidy_USD,Revenue_Hydrogen_USD,Revenue_Ancillary_USD,Revenue_Total_USD,Cost_VOM_Turbine_USD,Cost_VOM_Electrolyzer_USD,Cost_VOM_Battery_USD,Cost_Water_USD,Cost_Ramping_USD,Cost_Storage_Cycle_USD,Cost_Startup_USD,Cost_Fuel_NPP_USD,Cost_Fixed_OM_NPP_USD,Cost_HourlyOpex_NPP_USD,Cost_HourlyOpex_H2_Battery_USD,Cost_HourlyOpex_Total_USD,Profit_Hourly_USD
200.0,0.0,0.0,31279.2482,4523.4715,1026.7086,1229.0803,3610.0524,200.0,200.0,4743.4479,37.9476,2.3717,9976.4957,4523.4715,4743.4479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.7086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7132,0.0,0.0,0.3044,0.0,0.0,0.0,0.2572,0.0,0.0,0.0,0.3674,0.0,33586.9242,13570.4145,14230.3436,27800.7581,0.0,61387.6823,1229.0803,1380.0,0.0,142.3034,0.0,92.6692,0.0,12420.0,32609.589,46258.6694,1614.9726,47873.642,13514.0403
200.0,0.0,0.0,31279.2482,4523.4715,1026.7086,1229.0803,3610.0524,200.0,200.0,4743.4479,37.9476,2.3717,10009.2873,4523.4715,4743.4479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.7086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5136,0.0,0.0,0.2672,0.0,0.0,0.0,0.109,0.0,0.0,0.0,0.3343,0.0,34408.7018,13570.4145,14230.3436,27800.7581,0.0,62209.4599,1229.0803,1380.0,0.0,142.3034,0.0,92.6692,0.0,12420.0,32609.589,46258.6694,1614.9726,47873.642,14335.8179
200.0,0.0,0.0,31279.2482,4523.4715,1026.7086,1229.0803,3610.0524,200.0,200.0,4743.4479,37.9476,2.3717,10042.079,4523.4715,4743.4479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.7086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.794,0.0,0.0,0.3464,0.0,0.0,0.0,0.2275,0.0,0.0,0.0,0.1278,0.0,32643.1737,13570.4145,14230.3436,27800.7581,0.0,60443.9318,1229.0803,1380.0,0.0,142.3034,0.0,92.6692,0.0,12420.0,32609.589,46258.6694,1614.9726,47873.642,12570.2897
200.0,0.0,0.0,31279.2482,4523.4715,1026.7086,1229.0803,3610.0524,200.0,200.0,4743.4479,37.9476,2.3717,10074.8707,4523.4715,4743.4479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.7086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.9928,0.0,0.0,0.3843,0.0,0.0,0.0,0.2359,0.0,0.0,0.0,0.27,0.0,33873.992,13570.4145,14230.3436,27800.7581,0.0,61674.75,1229.0803,1380.0,0.0,142.3034,0.0,92.6692,0.0,12420.0,32609.589,46258.6694,1614.9726,47873.642,13801.108
200.0,0.0,0.0,31279.2482,4523.4715,1026.7086,1229.0803,3610.0524,200.0,200.0,4743.4479,37.9476,2.3717,10107.6624,4523.4715,4743.4479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.7086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.078,0.0,0.0,0.3816,0.0,0.0,0.0,0.145,0.0,0.0,0.0,0.3963,0.0,37041.5934,13570.4145,14230.3436,27800.7581,0.0,64842.3515,1229.0803,1380.0,0.0,142.3034,0.0,92.6692,0.0,12420.0,32609.589,46258.6694,1614.9726,47873.642,16968.7094
200.0,0.0,0.0,31279.2482,4523.4715,1026.7086,1229.0803,3610.0524,200.0,200.0,4743.4479,37.9476,2.3717,10140.454,4523.4715,4743.4479,1.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.7086,0.0,150.0,0.0,0.0,0.0,0.0,0.0,12.9197,0.0,0.0,162.9197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.2304,4.741,0.0,0.2563,0.0,0.0,0.0,0.2213,0.0,0.0,0.0,0.2782,0.0,52598.693,13570.4145,14230.3436,27800.7581,197.9667,80597.4177,1229.0803,1380.0,0.0,142.3034,0.0,92.6692,0.0,12420.0,32609.589,46258.6694,1614.9726,47873.642,32723.7757
200.0,0.0,0.0,31279.2482,4523.4715,1026.7086,1229.0803,3610.0524,200.0,200.0,4743.4479,37.9476,2.3717,10173.2457,4523.4715,4743.4479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.7086,0.0,150.0,0.0,0.0,0.0,0.0,0.0,12.9197,0.0,0.0,162.9197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.4576,0.213,0.0,0.2003,0.0,0.0,0.0,0.2392,0.0,0.0,0.0,0.3945,0.0,57965.5043,13570.4145,14230.3436,27800.7581,6.9508,85773.2131,1229.0803,1380.0,0.0,142.3034,0.0,92.6692,0.0,12420.0,32609.589,46258.6694,1614.9726,47873.642,37899.5711
200.0,0.0,0.0,31279.2482,4523.4715,1026.7086,1229.0803,3610.0524,200.0,200.0,4743.4479,37.9476,2.3717,10206.0374,4523.4715,4743.4479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.7086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.322,0.0,0.0,0.41,0.0,0.0,0.0,0.2223,0.0,0.0,0.0,0.3592,0.0,63986.5343,13570.4145,14230.3436,27800.7581,0.0,91787.2923,1229.0803,1380.0,0.0,142.3034,0.0,92.6692,0.0,12420.0,32609.589,46258.6694,1614.9726,47873.642,43913.6503
200.0,0.0,0.0,31279.2482,4523.4715,1026.7086,1229.0803,3610.0524,200.0,200.0,4743.4479,37.9476,2.3717,10238.8291,4523.4715,4743.4479,1.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.7086,0.0,150.0,0.0,0.0,0.0,0.0,0.0,12.9197,0.0,0.0,162.9197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.2948,4.711,0.0,0.2461,0.0,0.0,0.0,0.152,0.0,0.0,0.0,0.262,0.0,62931.8992,13570.4145,14230.3436,27800.7581,188.8853,90921.5426,1229.0803,1380.0,0.0,142.3034,0.0,92.6692,0.0,12420.0,32609.589,46258.6694,1614.9726,47873.642,43047.9006
200.0,0.0,0.0,31279.2482,4523.4715,1026.7086,1229.0803,3610.0524,200.0,200.0,4743.4479,37.9476,2.3717,10271.6207,4523.4715,4743.4479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.7086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5112,0.0,0.0,0.2194,0.0,0.0,0.0,0.1701,0.0,0.0,0.0,0.347,0.0,59047.2445,13570.4145,14230.3436,27800.7581,0.0,86848.0025,1229.0803,1380.0,0.0,142.3034,0.0,92.6692,0.0,12420.0,32609.589,46258.6694,1614.9726,47873.642,38974.3605
